language,x1,x2,x3,x4
sanj1282,w,e,7,e
yucu1250,w,e,7,e
nort2985,w,e,7,e
soya1236,w,e,7,e
apas1235,w,e,7,e
apas1235,w,e,7,e
tida1235,w,e,7,e
tama1339,w,e,7,e
tama1339,b,e,7,e
huit1252,w,e,7,e
sind1277,w,e,7,e
sanm1294,w,e,7,e
peno1244,w,e,7,e
atat1238,b,e,7,e
yoso1239,b,e,7,e
sanm1295,b,e,7,e
ocot1243,b,e,7,e
magd1235,b,e,7,e
taca1257,b,e,7,e
itun1239,b,i,7,i
sant1439,b,e,7,i
alco1235,b,e,7,e
alco1235,b,e,7,e
yolo1241,b,e,7,e
alac1244,b,e,7,e
alac1244,w,e,7,e
ayut1236,b,i,7,e
mixt1425,b,e,7,e
mixt1425,b,e,7,e
mixt1425,b,e,7,e
mixt1425,b,e,7,e
juxt1235,b,e,7,e
juxt1235,w,e,7,e
sila1250,b,e,7,e
sila1250,b,e,7,e
sila1250,b,e,7,e
sila1250,b,e,7,e
sila1250,b,e,7,e
sant1436,b,e,7,e
chay1249,w,e,7,e
chay1249,b,e,7,e
jami1235,b,e,7,e
sanj1281,b,e,7,e
pino1237,b,e,7,e
pino1237,w,e,7,e
pino1237,b,e,7,e
pino1237,b,e,7,e
tutu1243,w,e,7,e
ixta1235,b,e,7,e
chaz1235,w,e,7,e
chaz1235,w,e,7,e
sout3001,b,e,7,e
sout3001,b,e,7,e
chig1239,w,e,7,e
caca1250,b,e,7,e
coat1241,b,i,7,i
cuya1240,w,i,7,i
cuya1240,w,i,7,i
tepe1280,b,a,-,i
chic1273,w,-,-,e
chic1273,w,e,7,e
sanm1298,b,-,-,e
copa1237,w,e,7,-
