language,x1,x2,x3,x4,x5,x6,x7
magd1235,-,-,o,k,o,-,-
ocot1243,-,-,o,k,o,-,-
sanm1296,-,-,o,k,o,-,-
yoso1239,-,-,o,k,o,-,-
atat1238,-,-,o,k,o,-,-
ayut1236,-,-,o,k,o,-,-
sant1436,-,-,o,k,o,-,-
alco1235,-,-,o,k,o,-,-
coic1238,-,-,o,k,o,-,-
yolo1241,-,-,o,k,o,-,-
alac1244,-,-,o,k,o,-,-
xoch1238,-,-,o,k,o,-,-
sanm1291,-,-,o,k,o,-,-
juxt1235,-,-,o,k,o,-,-
sila1250,-,-,o,k,o,-,-
sila1250,-,-,o,k,o,-,-
mixt1425,-,-,o,k,o,-,-
mixt1425,-,-,o,k,o,-,-
chay1249,-,-,o,k,o,-,-
jami1235,-,-,o,k,o,-,-
sanj1281,-,-,o,k,o,-,-
diux1236,-,-,o,k,o,-,-
coat1241,-,-,o,k,o,-,-
yoso1238,-,-,o,k,o,-,-
sant1437,n,d,i,k,u,-,-
sant1437,n,d,i,k,u,-,-
tepe1280,n,d,i,k,u,-,-
tepe1280,n,d,i,k,u,-,-
chic1273,-,-,-,k,o,-,-
chic1273,-,-,-,k,o,7,a
sanm1298,-,-,-,k,o,-,-
copa1237,-,-,-,k,o,7,-
