language,x1,x2,x3,x4,x5,x6,x7,x8
sanj1282,S,u,-,n,n,u,-,-
yucu1250,Z,u,-,t,n,u,-,-
nort2985,Z,u,-,t,n,u,-,-
soya1236,Z,u,-,t,n,u,-,-
apas1235,Z,u,-,t,-,u,-,-
apas1235,Z,u,-,t,-,u,-,-
tida1235,Z,u,-,t,n,u,-,-
tama1339,Z,u,n,n,-,u,-,-
tama1339,-,i,-,t,-,u,-,-
huit1252,Z,u,n,n,-,u,-,-
sind1277,Z,u,-,n,-,o,-,-
sanm1294,Z,u,-,n,-,u,-,-
peno1244,Z,u,-,t,n,u,-,-
atat1238,Z,u,-,n,-,u,-,-
yoso1239,y,u,-,n,-,u,-,-
sanm1295,Z,u,-,n,-,u,-,-
ocot1243,5,u,-,t,-,u,-,-
magd1235,Z,u,-,t,n,u,-,-
taca1257,Z,u,-,t,n,u,-,-
itun1239,y,u,-,t,-,u,-,-
sant1439,y,u,-,t,n,u,-,-
alco1235,-,i,-,t,-,u,-,-
alco1235,-,i,-,t,-,u,-,-
yolo1241,-,i,-,t,-,u,-,-
alac1244,y,i,-,t,n,o,-,-
alac1244,y,i,-,t,-,o,-,-
ayut1236,-,i,-,t,-,u,-,7
mixt1425,y,u,-,t,-,u,-,-
mixt1425,y,u,-,t,-,u,-,-
mixt1425,Z,u,-,t,-,u,-,-
juxt1235,-,i,-,t,-,u,-,-
juxt1235,Z,u,-,t,-,u,-,-
sila1250,Z,i,-,t,-,o,-,-
sila1250,-,i,-,t,-,o,-,-
sila1250,Z,i,-,t,-,o,-,-
sila1250,Z,i,-,t,-,o,-,-
sila1250,Z,i,-,t,-,o,-,-
sant1436,y,u,-,t,-,u,-,7
chay1249,y,u,-,t,-,u,-,-
chay1249,y,u,-,t,-,u,-,-
jami1235,y,u,-,t,-,u,-,-
sanj1281,y,u,-,t,-,u,-,-
pino1237,y,u,-,t,-,u,-,-
pino1237,y,u,-,t,-,u,-,-
pino1237,y,u,-,t,-,u,-,-
pino1237,y,u,-,t,-,u,-,-
tutu1243,y,u,-,t,-,u,-,-
ixta1235,y,u,-,t,-,u,-,-
chaz1235,y,u,-,t,-,u,-,-
chaz1235,y,u,-,t,-,u,-,-
sout3001,y,u,-,t,n,u,-,-
sout3001,Z,u,-,t,n,u,-,-
chig1239,y,u,-,t,n,u,-,-
caca1250,Z,i,-,t,-,o,-,-
coat1241,-,u,-,t,-,u,-,-
cuya1240,Z,u,-,t,-,u,-,-
cuya1240,5,u,-,t,-,u,-,-
tepe1280,y,-,-,-,-,i,a,a
chic1273,-,-,-,t,S,u,-,-
chic1273,-,-,-,t,S,u,-,-
sanm1298,-,-,-,t,S,u,-,-
copa1237,-,-,-,t,S,u,-,-
