language,x1,x2,x3,x4,x5,x6
atat1238,n,d,a,7,a,-
yoso1239,n,d,a,7,a,-
sanm1295,n,d,a,7,a,-
ocot1243,n,d,a,7,a,-
magd1235,n,d,a,7,a,-
alco1235,n,d,a,7,a,-
yolo1241,n,d,a,7,a,-
alac1244,n,d,a,7,a,-
alac1244,n,d,a,7,a,-
ayut1236,n,d,a,7,a,7
mixt1425,n,d,a,7,a,-
mixt1425,n,d,a,7,a,-
mixt1425,n,d,a,7,a,-
mixt1425,n,d,a,7,a,-
juxt1235,n,d,a,7,a,-
sila1250,n,d,a,7,a,-
sila1250,n,d,a,-,a,-
sant1436,n,d,a,7,a,7
chay1249,n,d,a,7,a,-
jami1235,n,d,a,7,a,-
sanj1281,n,d,a,7,a,-
pino1237,n,d,a,7,a,-
sout3001,n,d,a,7,a,-
coat1241,n,d,a,7,a,-
tepe1280,-,t,a,-,a,-
chic1273,t,r,a,7,a,-
chic1273,-,r,a,7,a,-
sanm1298,-,r,a,7,a,-
copa1237,-,S,a,7,a,7
