language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
atat1238,-,-,t,-,-,a,n,-,a,-
yoso1239,-,-,t,-,-,a,n,-,a,-
sanm1295,-,-,t,-,-,a,n,-,a,-
ocot1243,-,-,t,-,-,a,t,-,a,-
magd1235,-,-,t,-,-,a,t,n,a,-
magd1235,h,a,t,-,-,a,t,n,a,-
magd1235,h,a,t,-,-,a,t,n,a,-
alco1235,-,-,t,-,-,a,t,-,a,-
yolo1241,-,-,t,-,-,a,t,-,a,-
alac1244,-,-,t,-,-,a,t,-,a,-
ayut1236,-,-,t,-,-,a,t,-,a,7
mixt1425,-,-,t,-,-,a,t,-,a,-
mixt1425,-,-,t,-,-,a,t,-,a,-
juxt1235,-,-,t,-,-,a,t,-,a,-
sila1250,-,-,t,-,-,a,t,-,a,-
sant1436,-,-,t,-,-,a,t,-,a,-
chay1249,-,-,t,-,-,a,t,-,a,-
jami1235,-,-,t,-,-,a,t,-,a,-
sanj1281,-,-,t,-,-,a,t,-,a,-
caca1250,-,-,t,-,-,a,t,-,a,-
chic1273,-,-,g,o,n,o,7,-,o,-
sanm1298,-,-,k,o,n,o,7,-,o,-
copa1237,-,-,k,o,n,o,7,-,o,7
