language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
magd1235,-,-,-,-,-,i,-,S,i,-
ocot1243,-,-,-,-,-,i,-,S,i,-
sanm1296,-,-,-,-,-,i,-,S,i,-
yoso1239,-,-,-,-,-,i,-,S,i,-
ayut1236,-,-,-,-,-,i,-,S,i,7
sant1436,-,-,-,-,-,i,-,S,i,7
alco1235,-,-,-,-,-,i,-,S,i,-
alco1235,-,-,-,-,-,i,-,S,i,-
coic1238,-,-,-,-,-,i,-,S,i,-
yolo1241,-,-,-,-,-,i,-,S,i,-
alac1244,-,-,y,-,-,i,-,s,i,-
xoch1238,-,-,-,-,-,i,-,S,i,-
sanm1291,-,-,-,-,-,i,h,S,i,-
juxt1235,-,-,-,-,-,i,-,S,i,-
sila1250,-,-,-,-,-,i,-,h,i,-
sila1250,-,-,-,-,-,i,-,S,i,-
mixt1425,-,-,-,-,-,i,-,S,i,-
mixt1425,-,-,-,-,-,i,-,S,i,-
mixt1425,-,-,-,-,-,i,-,S,i,-
chay1249,-,-,-,-,-,i,-,S,i,-
jami1235,-,-,-,-,-,i,-,S,i,-
sanj1281,-,-,-,-,-,i,-,x,i,-
diux1236,-,-,-,-,-,i,-,8,i,-
coat1241,-,-,-,-,-,i,-,8,i,-
yoso1238,-,-,-,-,-,i,-,S,i,-
sant1437,-,-,y,u,8,-,-,-,u,-
tepe1280,-,-,y,u,d,u,-,t,i,-
tepe1280,-,-,y,u,d,u,-,t,i,-
tepe1280,-,-,y,u,d,-,-,-,a,-
chic1273,7,u,w,-,-,e,-,-,-,-
chic1273,-,-,w,-,-,e,-,-,-,-
chic1273,-,-,w,-,-,e,a,w,i,7
chic1273,-,-,w,-,-,e,a,w,i,7
sanm1298,-,-,b,-,-,e,-,-,-,-
