language,x1,x2,x3,x4,x5
magd1235,-,b,a,7,a
sant1440,-,b,a,7,a
ocot1243,-,b,a,7,a
sanp1259,-,b,a,7,a
sana1284,-,b,a,7,a
yucu1250,-,w,a,7,a
sanm1292,-,b,a,7,a
sanm1296,-,b,a,7,a
yoso1239,-,b,a,7,a
sanm1295,-,b,a,7,a
atat1238,-,b,a,7,a
taca1257,-,b,a,7,a
nort2985,-,b,a,7,a
itun1239,-,b,a,7,a
sant1439,-,b,a,7,a
nuyo1238,-,b,a,7,a
yucu1249,-,b,a,7,a
ayut1236,-,b,a,7,a
sant1436,-,b,a,7,a
alco1235,-,b,a,7,a
alco1235,-,b,a,7,a
coic1238,-,b,a,7,a
coic1238,-,b,a,7,a
yolo1241,-,b,a,7,a
alac1244,-,w,a,7,a
alac1244,-,b,a,7,a
xoch1238,-,b,a,7,a
sanm1291,-,b,a,7,a
sanm1291,-,b,a,7,a
juxt1235,-,b,a,7,a
juxt1235,-,b,a,7,a
sila1250,-,b,a,7,a
sila1250,-,b,a,7,a
sila1250,-,b,a,7,a
sila1250,-,b,a,7,a
sila1250,-,b,a,7,a
mixt1425,-,b,a,7,a
mixt1425,-,b,a,7,a
mixt1425,-,b,a,7,a
mixt1425,-,b,a,7,a
cuat1239,-,b,a,7,a
tutu1243,-,w,a,7,a
sant1441,-,w,a,7,a
chay1249,-,b,a,7,a
chay1249,-,w,a,7,a
jami1235,-,b,a,7,a
sanj1281,-,b,a,7,a
pino1237,-,w,a,7,a
pino1237,-,b,a,7,a
pino1237,-,b,a,7,a
pino1237,-,b,a,7,a
ixta1235,-,b,a,7,a
tama1339,-,w,a,7,a
huit1252,-,w,a,7,a
sind1277,-,w,a,7,a
sanm1294,-,w,a,7,a
diux1236,-,b,a,7,a
diux1236,-,b,a,7,a
sant1445,-,b,a,7,a
peno1244,-,w,a,7,a
sant1446,-,w,a,7,a
tida1235,-,w,a,7,a
sanj1282,-,w,a,7,a
soya1236,-,b,a,7,a
apas1235,-,w,a,7,a
apas1235,-,w,a,7,a
caca1250,-,b,a,7,a
yucu1251,-,b,a,7,a
chaz1235,-,w,a,7,a
chaz1235,-,w,a,7,a
sout3001,-,b,a,7,a
sout3001,-,b,a,7,a
chig1239,-,w,a,7,a
coat1241,-,b,a,7,a
cuya1240,-,w,a,7,a
cuya1240,-,w,a,7,a
yoso1238,-,b,a,7,a
sant1437,n,d,-,7,a
chic1273,-,s,a,7,-
chic1273,-,-,-,s,a
sanm1298,-,s,a,7,-
copa1237,-,s,a,7,-
