language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
magd1235,t,-,-,y,-,a,k,-,a,-
magd1235,t,-,-,y,-,a,k,-,a,-
ocot1243,t,-,-,Z,-,a,k,-,a,-
ocot1243,t,-,-,Z,-,a,k,-,a,-
sanp1259,t,-,-,S,-,a,k,-,a,-
sanp1259,t,-,-,S,-,a,k,-,a,-
sanm1296,t,-,-,S,-,a,k,-,a,-
sanm1296,t,-,-,S,-,a,k,-,a,-
yoso1239,t,-,-,S,-,a,k,-,a,-
yoso1239,t,-,-,S,-,a,k,-,a,-
sanm1295,t,-,3,Z,-,a,k,-,a,-
sanm1295,t,-,3,Z,-,a,k,-,a,-
atat1238,t,-,-,S,-,a,k,-,a,-
atat1238,t,-,-,S,-,a,k,-,a,-
ayut1236,t,-,-,y,-,a,k,-,a,7
ayut1236,t,-,-,y,-,a,k,-,a,7
alco1235,t,-,-,y,-,a,k,-,a,-
alco1235,t,-,-,y,-,a,k,-,a,-
coic1238,t,-,-,y,-,a,k,-,a,-
coic1238,t,-,-,y,-,a,k,-,a,-
yolo1241,t,-,-,y,-,a,k,-,a,-
yolo1241,t,-,-,y,-,a,k,-,a,-
alac1244,t,-,-,y,-,a,k,-,a,-
alac1244,t,-,-,y,-,a,k,-,a,-
alac1244,t,-,-,y,-,a,k,-,a,-
alac1244,t,-,-,y,-,a,k,-,a,-
xoch1238,t,-,-,y,-,a,k,-,a,-
xoch1238,t,-,-,y,-,a,k,-,a,-
sanm1291,t,-,s,y,-,a,k,-,a,-
sanm1291,t,-,s,y,-,a,k,-,a,-
juxt1235,t,-,-,S,-,a,k,-,a,-
juxt1235,t,-,-,S,-,a,k,-,a,-
sila1250,t,-,i,y,-,a,k,-,a,-
sila1250,t,-,i,y,-,a,k,-,a,-
sila1250,t,-,i,Z,-,a,k,-,a,-
sila1250,t,-,i,Z,-,a,k,-,a,-
mixt1425,t,-,-,S,-,a,k,-,a,-
mixt1425,t,-,-,S,-,a,k,-,a,-
mixt1425,t,-,-,S,-,a,k,-,a,-
mixt1425,t,-,-,S,-,a,k,-,a,-
mixt1425,t,-,-,S,-,a,k,-,a,-
mixt1425,t,-,-,S,-,a,k,-,a,-
chay1249,t,y,i,y,-,a,k,-,a,-
chay1249,t,y,i,y,-,a,k,-,a,-
jami1235,t,-,i,y,-,a,k,-,a,-
jami1235,t,-,i,y,-,a,k,-,a,-
sanj1281,t,-,-,y,-,a,k,-,a,-
sanj1281,t,-,-,y,-,a,k,-,a,-
diux1236,t,-,-,S,-,a,k,-,a,-
diux1236,t,-,-,S,-,a,k,-,a,-
sant1445,t,-,-,S,-,a,k,-,a,-
sant1445,t,-,-,S,-,a,k,-,a,-
caca1250,t,-,i,Z,-,a,k,-,a,-
caca1250,t,-,i,Z,-,a,k,-,a,-
sout3001,s,-,-,y,-,a,k,-,a,-
sout3001,s,-,-,y,-,a,k,-,a,-
coat1241,t,-,-,s,-,a,k,-,a,-
coat1241,t,-,-,s,-,a,k,-,a,-
sant1437,-,-,-,y,7,a,k,-,a,-
chic1273,-,-,-,S,-,u,k,w,a,h
chic1273,-,-,-,S,-,u,k,w,a,h
sanm1298,t,-,-,S,-,u,k,w,a,h
sanm1298,t,-,-,S,-,u,k,w,a,h
copa1237,-,-,-,S,-,-,k,w,a,h
copa1237,-,-,-,S,-,-,k,w,a,h
