language,x1,x2,x3,x4,x5,x6,x7
sanj1282,S,i,k,-,-,i,-
yucu1250,Z,i,k,-,-,n,-
nort2985,Z,i,k,-,-,i,-
apas1235,Z,i,k,-,-,i,-
tida1235,Z,i,k,-,7,i,-
tama1339,Z,3,x,-,-,3,-
tama1339,Z,i,k,-,-,i,-
huit1252,Z,3,x,-,-,3,-
sind1277,Z,3,-,-,-,3,N
sanm1294,Z,3,x,-,-,3,-
atat1238,Z,3,k,-,-,3,-
sanm1295,Z,3,k,-,-,3,-
ocot1243,5,i,k,-,-,i,-
magd1235,Z,i,k,-,-,i,-
taca1257,Z,3,k,-,-,3,-
itun1239,y,3,k,-,-,3,-
sant1439,y,3,k,-,-,3,-
alco1235,-,i,k,-,-,i,-
alco1235,-,i,k,-,-,i,-
yolo1241,-,i,k,-,-,i,-
alac1244,y,i,k,-,-,i,-
alac1244,y,i,k,-,-,i,-
ayut1236,-,i,k,-,-,i,7
mixt1425,-,i,k,-,-,i,-
mixt1425,-,i,k,-,-,i,-
mixt1425,-,i,k,-,-,i,-
mixt1425,-,i,k,-,-,i,-
juxt1235,Z,i,k,-,-,i,-
juxt1235,Z,i,k,-,-,i,-
sila1250,y,i,k,-,-,i,-
sila1250,Z,i,k,-,-,i,-
sila1250,Z,i,k,-,-,i,-
sila1250,Z,i,k,-,-,i,-
sila1250,Z,i,k,-,-,i,-
sant1436,-,i,k,-,-,i,7
chay1249,y,3,k,-,-,3,-
jami1235,y,3,k,-,-,3,-
sanj1281,y,3,k,-,-,3,-
pino1237,y,3,k,-,-,3,-
pino1237,-,i,k,-,-,i,-
pino1237,-,i,k,-,-,i,-
pino1237,-,i,k,-,-,i,-
tutu1243,y,3,k,-,-,3,-
ixta1235,y,3,k,-,-,3,-
chaz1235,-,i,k,-,-,i,-
chaz1235,-,i,k,-,-,i,-
sout3001,-,i,k,-,-,i,-
sout3001,-,i,k,-,-,i,-
chig1239,-,i,k,-,-,n,-
caca1250,-,i,k,-,-,i,-
coat1241,S,3,k,-,-,3,-
cuya1240,5,3,k,-,-,3,-
tepe1280,y,u,k,-,-,u,-
chic1273,-,-,k,a,m,a,-
chic1273,-,-,k,-,-,a,-
sanm1298,-,-,k,-,-,3,-
