language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kach1280,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
noct1238,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
phom1236,-,-,-,-,-,t,-,h,o,-,-,-,-,-,-,-,N,-
bodo1269,-,k,-,a,-,m,-,-,a,-,-,-,-,-,7,-,-,-
dima1251,-,k,h,a,-,m,-,-,a,-,-,-,-,-,o,-,-,-
garo1247,-,-,-,-,-,n,-,-,a,-,t,-,s,-,i,-,l,-
rabh1238,-,-,-,-,-,n,-,-,a,-,k,-,-,-,o,-,r,-
sher1257,-,k,-,-,-,h,-,-,u,-,t,-,h,-,u,-,N,-
sher1257,-,k,-,-,-,h,-,-,u,-,t,-,h,-,u,-,N,-
bugu1246,-,k,-,-,-,h,-,-,-,-,-,-,-,-,o,-,-,-
naxi1245,-,-,-,-,-,L,-,-,-,-,i,-,p,-,i,-,-,-
namu1246,-,-,-,-,-,h,-,-,-,-,i,-,p,-,a,-,-,-
shix1238,-,-,-,-,-,L,-,-,E,-,i,-,-,-,i,-,-,-
ersu1241,-,-,-,-,-,n,-,-,a,-,-,-,k,-,u,-,-,-
lisu1250,-,-,-,-,-,n,-,-,a,-,-,-,p,-,i,-,-,-
sout2728,-,-,-,-,-,n,-,y,i,-,-,-,k,i,e,-,-,-
nort2722,-,-,-,-,-,n,-,-,3,-,-,-,k,-,u,-,-,-
guiq1238,-,-,-,-,-,n,-,-,-,-,-,-,-,-,o,-,-,-
maru1249,-,-,-,-,-,n,-,-,3,-,k,-,h,y,E,-,7,-
pela1242,-,-,-,-,-,n,-,-,3,-,k,-,h,y,E,-,7,-
zhab1238,-,-,-,-,-,n,-,-,o,-,p,-,h,y,o,-,-,-
lash1243,-,-,-,-,-,n,-,-,3,-,k,-,h,y,a,-,p,-
nucl1310,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,n,-,-,i,-,t,S,h,u,a,-,-,-
nusu1239,-,-,-,-,-,n,-,h,a,-,-,-,s,-,3,-,r,-
nusu1239,-,-,-,-,-,n,-,-,a,-,-,-,s,-,e,-,-,-
youl1235,-,-,-,-,-,n,-,h,a,-,k,-,h,-,o,-,-,-
rawa1265,-,-,-,3,-,n,-,-,a,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,a,-,n,-,-,a,-,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,N,-,-,e,-,t,-,s,-,o,-,-,-
dumi1241,-,-,-,-,-,-,-,-,i,-,t,-,s,-,o,-,-,-
kulu1253,-,-,-,-,-,n,-,-,o,-,-,-,b,-,o,-,-,-
limb1266,-,-,-,-,-,n,-,-,E,-,g,-,h,-,o,-,7,-
yamp1242,-,-,-,-,-,n,-,-,E,-,-,-,7,-,E,-,k,-
sunw1242,-,-,-,-,-,n,-,-,o,-,p,-,h,-,a,-,-,-
lepc1244,-,-,-,a,-,n,-,-,-,-,-,-,y,-,o,-,r,-
dhim1246,-,-,-,-,-,n,-,h,a,-,t,-,-,-,o,-,N,-
amdo1237,-,-,r,-,-,n,-,-,E,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,n,-,-,a,n,-,Z,y,-,o,-,X,-
tibe1272,-,-,-,-,-,-,-,-,a,m,t,s,y,-,o,-,-,-
tibe1272,-,-,r,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,n,-,-,a,-,-,-,y,-,o,-,-,-
jire1238,-,-,-,-,-,n,-,-,a,m,d,-,Z,-,o,-,k,-
sher1255,-,-,-,-,-,n,-,-,a,m,d,-,Z,-,o,-,k,-
kaik1246,-,-,-,-,-,n,-,-,a,m,Z,-,h,-,o,-,w,-
dakp1242,-,-,r,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,n,-,x,a,-,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,n,-,-,o,-,-,-,-,-,-,-,-,-
kony1248,-,-,k,a,-,n,-,-,o,-,-,-,-,-,-,-,N,-
nyis1236,-,-,-,-,-,n,-,y,i,-,-,-,r,-,u,-,-,-
nisi1238,-,-,-,-,-,n,-,y,u,-,-,-,r,-,u,-,-,-
tagi1241,-,-,-,-,-,n,-,y,a,-,-,-,r,-,u,-,N,-
bori1243,-,-,-,-,-,n,-,y,a,-,-,-,r,-,u,-,N,-
apat1240,-,-,-,-,-,-,-,i,a,-,-,-,r,-,u,-,-,-
tara1313,-,k,r,u,-,n,-,-,a,-,-,-,-,-,-,-,N,-
idum1241,a,k,r,u,-,n,-,-,a,-,-,-,-,-,-,-,-,-
quey1238,-,-,r,-,-,n,-,-,-,-,-,-,y,-,i,-,-,-
horp1239,-,-,-,-,-,n,-,-,-,-,-,-,y,-,3,-,-,-
sang1321,-,-,-,-,-,n,-,-,a,N,k,-,h,-,i,-,-,-
sang1321,-,-,-,-,-,n,-,-,a,N,k,-,h,-,i,-,-,-
yimc1240,-,-,-,-,-,n,-,-,3,-,k,-,h,-,3,-,n,-
yimc1240,-,-,-,-,-,n,-,-,3,-,k,-,h,-,3,-,n,-
loth1237,-,-,-,e,n,n,-,-,o,-,-,-,-,-,-,-,-,-
poch1243,-,-,-,-,-,-,-,-,a,-,k,-,h,-,3,-,n,a
poch1243,-,-,-,-,-,-,-,-,a,-,k,-,h,-,3,-,n,a
lush1249,-,-,b,e,-,N,-,-,-,-,-,-,-,-,-,-,-,-
hmar1241,-,-,-,-,-,n,-,-,a,-,-,-,-,-,-,-,-,-
