language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
apat1240,-,-,-,-,-,a,-,-,r,-,u,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apat1240,-,-,-,-,-,k,-,-,h,-,u,-,t,-,-,-,s,-,-,-,-,3,-,-,-,-,-,-,-,-
tara1313,-,-,-,-,-,-,-,-,g,-,a,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,-,-,y,-,a,-,-,-,-,-,-,-,-
quey1238,-,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,E,-,q,-,E,-,-,-,-,-,-,-,-
horp1239,-,-,-,-,-,-,-,-,n,-,-,-,t,-,-,-,h,a,-,n,-,e,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,a,m,3,n,-,-,-,-,-,-,-,y,-,-,-,-,e,-,-,-,-,-,-,-,-
yimc1240,-,k,h,-,-,i,-,u,N,-,-,-,-,-,-,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-
loth1237,e,N,h,-,-,i,-,a,n,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
poch1243,-,k,-,-,-,3,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,a,-,-,-,-,-
lush1249,-,-,h,-,-,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
hmar1241,-,-,h,-,-,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
haka1240,-,-,-,-,-,-,-,-,n,-,a,-,i,-,-,-,h,-,-,m,-,i,-,-,-,-,-,-,-,-
gang1266,-,-,-,-,-,-,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
tang1336,-,-,N,-,-,a,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,i,d,-,a,-,-,-,-,-
mani1292,-,-,-,-,-,a,-,-,n,-,a,-,k,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-
maon1238,-,-,k,-,-,a,-,-,N,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,-
khez1235,-,-,m,-,-,e,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
chok1243,-,-,k,3,m,3,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
reng1255,a,-,k,-,h,o,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
zeme1240,-,-,p,-,-,e,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,a,-,-,-,-,-
zeme1240,-,-,b,-,-,e,-,-,t,-,a,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
lian1251,-,-,-,-,-,-,-,-,n,-,a,-,-,-,-,-,b,-,-,-,-,u,-,-,-,-,-,-,-,-
mara1379,-,-,k,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
yinb1236,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,h,-,-,-,-,3,-,-,-,-,-,-,-,-
geko1235,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,h,-,-,-,-,3,-,-,7,t,h,e,i,7
paok1235,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,7,-,-,-,-,-
manu1255,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-
yint1235,-,-,7,-,-,a,-,-,p,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,N,-,-,-,-,-
west2409,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,h,-,-,-,-,3,-,-,-,-,-,-,-,-
geba1237,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,7,t,h,-,i,-
sgaw1245,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,7,-,-,-,-,-
akha1245,-,-,-,-,-,i,-,-,n,y,i,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-
nort2732,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,-,o,-,-,N,-,-,-,-,-
mand1415,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,y,-,-,-,-,i,-,-,n,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,i,u,-,n,-,-,-,-,-
mind1253,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,i,-,-,N,-,-,-,-,-
