language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
sout2728,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,3,-,-
nort2722,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,3,-,-
guiq1238,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,i,-,-
maru1249,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,a,-,-
pela1242,-,-,-,-,t,-,-,-,-,-,-,-,h,-,-,-,a,-,-
zhab1238,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,o,-,-
lash1243,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,o,-,-
nucl1310,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,a,-,-
acha1249,-,-,-,-,t,-,-,-,-,-,-,-,y,-,-,-,o,-,-
nusu1239,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,a,-,-
nusu1239,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,o,u,-
youl1235,-,-,-,-,t,-,-,s,h,3,-,k,h,-,-,-,3,-,-
rawa1265,-,-,-,-,-,-,-,S,-,3,-,-,l,-,-,-,a,-,-
drun1238,-,-,-,-,-,-,-,s,-,3,-,-,l,-,-,-,a,7,-
ersu1241,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,3,-,-
lisu1250,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,3,-,-
pumi1242,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,i,-,-
pumi1242,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,i,-,-
shix1238,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,a,-,-
namu1246,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,3,-,-
lich1241,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,e,-,-
naxi1245,-,-,-,-,t,-,-,s,-,-,-,-,h,-,-,-,e,-,-
khal1275,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,o,m,-
