language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kach1280,-,-,-,-,-,-,k,-,-,-,3,-,-,-,p,a,-,-,-
noct1238,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,o,-,N,-
wanc1238,-,-,-,-,-,-,t,-,-,-,s,-,-,-,h,o,-,N,-
phom1236,-,-,-,-,-,-,l,-,-,-,o,-,-,N,p,3,-,-,-
bodo1269,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,3,-,7,r
dima1251,-,g,-,e,-,-,d,-,-,-,e,-,-,-,b,a,-,-,-
garo1247,-,-,-,-,-,-,d,-,-,-,a,-,-,-,l,a,-,-,-
sher1257,-,-,-,-,-,-,-,-,-,-,a,-,-,-,d,o,-,k,-
bugu1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,b,o,-,w,-
naxi1245,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,3,-,-,-
namu1246,-,-,-,-,-,-,d,-,-,-,a,-,-,-,Z,3,-,d,-
shix1238,-,-,-,-,-,-,d,-,-,-,u,-,-,-,-,a,-,-,-
ersu1241,-,n,-,-,-,-,y,-,-,-,i,-,-,n,y,i,-,-,-
lisu1250,-,-,-,-,-,-,k,-,-,-,3,-,-,-,k,3,-,-,-
sout2728,-,-,-,-,-,-,b,-,-,-,-,-,-,-,Z,a,-,-,-
nort2722,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,a,-,r,-
guiq1238,-,-,-,-,-,-,d,-,-,-,a,-,-,-,d,a,-,-,-
maru1249,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,3,-,-,-
pela1242,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-
zhab1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,o,-,-,-
lash1243,-,-,-,-,-,-,k,-,-,-,-,-,-,-,y,i,-,-,-
nucl1310,-,-,-,-,-,-,k,-,-,-,-,-,-,-,r,i,-,-,-
acha1249,-,-,-,-,-,-,k,-,-,-,-,-,-,-,Z,3,-,-,-
nusu1239,-,-,-,-,-,-,y,-,-,-,-,-,-,-,r,i,-,-,-
nusu1239,-,-,-,-,-,-,z,-,-,-,-,-,-,-,y,i,-,-,-
youl1235,-,-,-,-,-,-,l,-,-,-,a,-,-,-,x,3,-,-,-
rawa1265,-,-,-,-,-,-,t,-,-,-,-,-,-,-,h,E,-,-,-
drun1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,i,-
khal1275,-,-,-,-,-,-,g,-,h,w,E,-,-,l,p,e,-,-,-
dumi1241,-,-,-,-,-,-,g,-,-,-,o,-,-,l,p,3,-,-,-
kulu1253,-,-,-,-,-,-,d,-,-,-,e,-,-,-,m,a,-,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,i,3,m,m,-,a,-,7,-
yamp1242,-,-,-,-,-,-,b,-,-,-,i,-,-,d,-,-,-,-,-
sunw1242,-,-,-,-,-,-,t,-,h,-,e,-,-,-,b,e,-,-,-
lepc1244,-,-,-,-,-,-,t,-,S,-,e,-,-,-,-,-,-,-,-
dhim1246,-,-,-,-,-,-,b,-,-,-,a,-,-,r,k,a,-,-,-
amdo1237,-,-,-,-,-,-,t,-,y,-,e,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,t,-,y,-,e,-,-,-,w,o,-,-,-
