language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
sout2728,-,k,-,-,i,-,-,-,-,-,-,-,-,e,-,-,-
nort2722,-,k,-,-,a,-,-,-,p,-,-,-,-,a,-,-,-
guiq1238,-,n,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
maru1249,-,p,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-
pela1242,-,s,-,-,a,k,k,-,y,-,-,-,-,i,-,-,-
zhab1238,-,-,-,-,a,-,-,-,p,-,-,-,-,u,-,n,-
lash1243,-,-,-,-,a,-,-,-,p,-,-,-,-,o,-,n,-
nucl1310,-,-,-,-,a,-,-,-,m,-,-,r,-,a,-,t,s
acha1249,-,-,-,-,a,-,-,-,m,-,-,Z,-,a,-,t,-
nusu1239,-,g,r,-,3,-,-,-,m,-,-,-,-,a,-,-,-
nusu1239,-,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
youl1235,-,-,-,-,a,-,t,-,y,-,-,-,-,e,-,-,-
rawa1265,-,-,-,-,-,-,-,-,-,-,-,r,-,e,-,r,-
drun1238,-,-,-,-,a,-,-,-,N,-,-,r,-,3,-,-,-
ersu1241,-,n,-,-,-,-,-,-,b,-,-,-,-,a,-,r,-
lisu1250,-,n,-,-,-,-,-,-,b,-,-,-,-,3,-,-,-
pumi1242,-,-,-,-,-,-,-,-,b,-,-,Z,-,a,-,-,-
pumi1242,-,-,-,-,-,-,-,-,b,-,-,Z,-,E,-,-,-
shix1238,-,k,-,-,-,-,-,-,h,-,-,-,-,3,-,-,-
namu1246,-,-,-,-,-,-,-,-,p,-,-,-,-,E,-,r,-
lich1241,-,k,-,-,-,-,-,-,h,-,-,-,-,3,-,-,-
naxi1245,-,k,-,-,-,-,-,-,h,-,3,t,-,3,-,r,-
khal1275,-,-,s,-,-,-,-,-,-,-,-,-,-,E,-,m,-
kulu1253,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,m,-
limb1266,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,p,-
lepc1244,-,-,f,-,i,-,-,-,-,-,-,-,-,a,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,r,-,u,-,t,-
kony1248,-,-,Z,-,i,-,-,-,-,-,-,l,-,o,-,N,-
amdo1237,x,t,s,-,a,-,-,-,p,-,-,-,-,a,-,-,-
amdo1237,h,t,s,-,a,-,-,-,p,-,-,-,-,a,-,-,-
tibe1272,-,t,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-
tibe1272,r,t,s,-,a,-,-,-,b,-,-,-,-,a,-,-,-
