language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
kham1282,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
jire1238,-,-,-,l,-,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-,-,b,a,-,-,-,-,-,-
sher1255,u,-,-,r,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
kaik1246,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,n,-,-,-,-
dakp1242,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
dakp1242,-,-,-,r,-,-,-,-,-,-,i,-,-,-,-,-,-,d,-,-,-,-,i,-,-,-,-,-,-
thak1245,-,-,-,n,-,a,m,p,-,-,a,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-
guru1261,-,-,-,-,-,-,k,h,-,-,a,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bang1338,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,m,-,-,-,-,e,-,-,-,-,-,-
tagi1241,-,-,-,d,-,-,-,-,-,-,i,-,-,-,-,-,-,r,-,-,-,-,o,-,-,-,-,-,-
nyis1236,-,-,-,d,-,-,-,-,-,-,u,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-,-
nisi1238,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-
pada1257,a,-,-,S,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
bori1243,n,-,-,y,-,-,-,-,-,-,u,-,-,-,-,-,-,l,-,-,-,-,u,-,N,-,-,-,-
apat1240,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,i,-,-,i,-,-,-,-,-,-
tara1313,-,-,-,x,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,3,-,N,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,a,-,N,-,-,h,a
quey1238,-,-,-,L,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
horp1239,-,-,-,x,-,-,-,p,-,-,3,-,-,-,-,-,-,r,-,y,-,-,u,-,-,-,-,-,-
sang1321,-,-,-,n,-,-,-,y,-,-,3,-,-,-,-,p,-,-,-,-,-,-,o,-,N,-,-,-,-
yimc1240,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,o,-,N,-,-,-,-
chon1286,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,p,-,-,-,-,-,-,u,-,N,-,-,-,-
mong1332,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
loth1237,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,o,-,N,-,-,-,-
poch1243,a,-,-,m,-,-,-,-,-,-,r,-,-,-,-,h,-,-,-,-,-,-,3,-,-,-,-,-,-
lush1249,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,h,-,l,-,-,-,-,i,-,-,-,-,-,-
hmar1241,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,h,-,l,-,-,-,-,i,-,-,-,-,-,-
haka1240,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,h,-,l,-,-,-,-,i,-,-,-,-,-,-
tang1336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,s,-,-,-,-,i,-,-,-,-,-,-
mani1292,-,-,-,n,-,-,-,-,-,-,u,-,-,-,-,N,-,s,-,-,-,-,i,-,t,-,-,-,-
maon1238,-,-,-,t,-,-,-,s,-,h,3,-,k,-,-,h,-,r,-,-,-,-,i,-,-,-,-,-,-
khez1235,-,-,-,t,-,-,-,-,-,-,e,-,k,-,-,h,-,r,-,-,-,-,i,-,-,-,-,-,-
chok1243,-,-,-,t,-,-,-,-,-,-,3,-,k,-,-,h,-,r,-,-,-,-,a,-,-,-,-,-,-
reng1255,-,-,-,t,-,-,-,s,-,-,a,N,k,e,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-
zeme1240,-,-,-,t,-,-,-,-,-,-,i,-,N,-,-,k,-,a,-,-,-,-,i,-,-,-,-,-,-
lian1251,-,-,-,t,-,-,-,-,-,-,i,-,N,-,-,h,-,a,-,-,-,-,i,-,-,-,-,-,-
mara1379,-,-,-,t,-,-,-,-,-,-,i,-,N,-,-,g,-,u,-,-,-,-,i,-,-,-,-,-,-
kach1280,n,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-
noct1238,-,-,-,p,-,-,-,-,-,-,o,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-
wanc1238,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,N,t,s,-,h,e,-,-,-,-,-,-
wanc1238,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,N,t,s,-,h,e,-,-,-,-,-,-
phom1236,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,N,-,-,-,l,3,-,k,-,-,-,-
phom1236,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,N,-,-,-,l,3,-,k,-,-,-,-
bodo1269,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
dima1251,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,w,a,-,-,-,-,-,-
rabh1238,r,a,m,p,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
akha1245,-,-,-,n,y,e,-,Z,3,l,i,-,-,-,-,u,-,s,-,-,-,k,i,-,-,-,-,-,-
miji1239,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
sher1257,-,-,-,n,-,-,-,-,-,-,u,-,-,-,-,-,-,s,-,-,-,-,u,-,m,-,-,-,-
bugu1246,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,a,-,m,-,-,-,-
mand1415,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,N,-,-,-,-
hakk1236,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
mind1253,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-,-,-
oldc1244,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,m,-,-,-,-
jian1239,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,i,-,-,-,-
nort2732,-,-,-,z,-,-,-,-,-,-,i,-,-,-,-,e,-,s,-,-,-,-,u,-,-,-,-,-,-
