language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
sout2728,-,-,-,-,-,-,Z,-,-,-,-,-,-,3,-,-,-,-,-,-
nort2722,-,X,-,-,-,-,Z,-,-,-,-,-,-,3,-,-,-,-,-,-
nort2722,-,X,-,-,-,-,Z,-,-,-,-,-,-,3,-,-,-,-,-,-
guiq1238,-,t,-,-,-,-,S,-,3,n,y,-,-,i,-,-,-,-,-,-
guiq1238,-,t,-,-,-,-,S,-,3,n,y,-,-,i,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,N,-,3,t,-,-,-,a,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,N,-,o,t,s,-,-,o,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,N,-,3,t,s,-,-,o,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,k,-,a,-,S,u,-,a,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,N,-,o,k,-,-,-,o,-,-,-,-,-,-
youl1235,-,-,-,-,-,-,N,h,o,-,S,-,-,o,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,N,-,-,-,-,-,-,a,p,l,a,7,-,-
ersu1241,-,-,-,-,-,-,-,-,-,-,z,-,-,u,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,n,-,-,-,y,-,-,E,-,-,-,-,-,-
pumi1242,-,-,-,-,-,-,d,-,-,-,Z,-,-,3,-,-,-,-,-,-
pumi1242,-,-,-,-,-,-,Z,-,-,-,y,-,-,3,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,-,-,-,z,-,-,u,-,-,-,-,-,-
lich1241,-,-,-,-,-,-,n,-,-,-,y,-,-,i,-,-,-,-,-,-
naxi1245,-,-,-,-,-,-,n,-,-,-,y,i,z,o,-,-,-,-,-,-
khal1275,-,-,-,-,-,-,n,-,-,-,h,-,-,o,-,-,-,-,-,-
dumi1241,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-
yamp1242,-,-,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-
lepc1244,-,-,-,-,-,-,N,-,-,-,-,-,-,o,-,-,-,-,-,-
dhim1246,-,-,-,-,-,-,h,-,e,-,i,-,-,a,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,7,-,-
maga1261,-,-,-,-,-,-,d,-,-,-,i,-,S,a,-,-,-,-,-,-
kony1248,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,t,s,h,-,i
amdo1237,-,-,-,-,-,-,n,-,-,-,y,-,-,E,-,-,-,-,-,-
