language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kach1280,-,-,-,-,-,-,-,-,l,3,-,-,k,-,-,o,-,-,-,-,-
noct1238,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-
wanc1238,-,-,-,-,t,s,-,-,h,i,-,-,-,-,-,a,-,-,-,-,-
phom1236,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
bodo1269,-,-,-,-,-,-,-,-,-,a,-,-,t,-,-,e,-,7,-,-,N
dima1251,-,-,-,-,-,-,-,-,y,a,-,-,g,-,-,a,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,y,a,-,-,-,-,-,a,-,-,-,-,-
rabh1238,-,-,-,-,t,-,-,-,s,a,-,-,k,h,-,a,-,-,-,-,m
sher1257,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
bugu1246,-,-,-,-,-,-,-,-,l,o,-,-,-,-,-,a,-,-,-,-,i
naxi1245,-,-,-,-,k,-,-,-,h,3,t,s,h,-,-,3,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,-,S,3,-,-,k,-,-,E,-,-,-,-,-
shix1238,-,-,-,-,k,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-
ersu1241,-,-,-,3,r,-,-,p,h,-,-,-,-,-,-,E,-,-,-,-,-
lisu1250,-,-,-,-,l,i,-,p,h,i,-,-,-,-,-,E,-,-,-,-,-
sout2728,-,-,-,-,Z,-,-,-,y,-,-,-,-,-,-,i,-,-,-,-,-
nort2722,-,-,-,-,d,-,-,-,Z,a,-,-,q,-,-,u,-,-,-,-,-
guiq1238,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
maru1249,-,-,-,-,k,-,-,-,h,-,-,-,y,-,-,i,-,-,-,-,k
pela1242,-,-,-,-,k,-,-,-,h,-,-,-,y,-,-,i,-,-,-,-,-
zhab1238,-,-,-,-,k,-,-,-,h,-,-,-,y,-,-,i,-,-,-,-,-
