language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
sout2728,-,-,-,-,-,-,Z,-,-,-,-,-,-,y,-,-,-,i,-,-,-
nort2722,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,u,-,-,-
guiq1238,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,e,-,-,-
maru1249,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-
pela1242,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,i,-,-,-
zhab1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,i,-,-
lash1243,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,i,-,-
nucl1310,-,-,-,-,p,-,r,-,-,-,-,-,-,-,-,-,-,a,u,-,-
acha1249,-,-,-,-,-,-,k,-,-,-,-,-,-,Z,-,-,-,a,i,-,-
nusu1239,-,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-
nusu1239,-,-,-,-,u,-,x,-,-,-,-,-,-,u,-,-,-,a,-,-,-
youl1235,-,-,-,-,-,-,p,-,-,-,-,-,-,y,-,-,-,a,-,-,-
rawa1265,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,i,n,-,-
drun1238,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,3,7,-,-
ersu1241,-,-,-,-,k,-,h,-,-,-,a,-,t,h,-,-,-,o,-,-,-
lisu1250,-,-,-,-,-,-,Z,-,-,-,-,-,-,y,-,-,-,i,-,-,-
pumi1242,-,-,-,-,t,-,S,-,-,-,-,-,-,-,-,-,-,3,-,-,-
pumi1242,-,-,-,-,t,-,s,-,-,-,-,-,-,y,-,-,-,i,-,-,-
shix1238,-,-,-,-,-,-,b,-,-,-,a,-,-,y,-,-,-,i,-,-,-
shix1238,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,u,-,-,-
namu1246,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,o,-,-,-
lich1241,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,3,-,-,-
naxi1245,-,-,-,-,-,-,Z,-,-,-,u,-,-,-,-,-,-,3,-,-,-
khal1275,-,-,-,-,-,-,b,-,-,-,-,-,-,l,-,-,-,E,b,-,-
dumi1241,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,e,n,3,-
kulu1253,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,i,k,-,-
limb1266,-,-,-,-,-,-,l,-,-,-,o,-,7,m,-,-,-,a,7,-,-
yamp1242,-,-,-,-,-,-,l,-,-,-,o,-,-,m,-,-,-,a,-,-,-
sunw1242,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,-,e,-,-,-
lepc1244,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-,-
dhim1246,-,-,-,-,-,-,m,a,r,r,o,-,-,d,-,-,-,o,7,-,-
