language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
kach1280,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,u,n,-
noct1238,-,-,-,-,n,-,-,a,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,-,-,a,-,o,k,-,-,-,-,-,-,-,-,-,-,-,-,-,o,i,-
bodo1269,-,-,-,-,g,-,-,a,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dima1251,b,a,-,-,g,a,r,a,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,d,-,-,o,k,i,m,-,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-
rabh1238,-,-,-,-,k,-,r,e,-,-,N,7,f,e,a,-,t,-,h,-,-,-,-,-,e,r,-
sher1257,n,a,p,-,h,-,-,a,N,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-
sher1257,n,a,p,-,h,-,-,a,N,a,m,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-
bugu1246,-,a,p,-,h,-,-,a,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
shix1238,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
ersu1241,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,r,-
lisu1250,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-
sout2728,-,-,-,-,X,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-
nort2722,-,-,-,-,h,-,-,u,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
guiq1238,-,-,t,-,s,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-
maru1249,-,-,-,-,S,-,-,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,u,k,-
pela1242,-,-,-,-,-,-,-,a,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-
zhab1238,-,-,-,-,S,-,-,o,-,-,m,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-
lash1243,-,-,-,-,s,-,-,o,-,-,m,-,-,-,o,-,-,-,-,-,-,-,-,-,u,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,m,-,-,-,w,-,-,-,-,-,-,-,-,-,e,-,-
acha1249,-,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,u,i,-
nusu1239,-,-,-,-,-,-,-,-,-,-,m,-,h,-,3,-,-,-,-,-,-,-,-,-,i,-,-
nusu1239,-,-,t,-,y,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,-
youl1235,-,-,-,-,-,-,-,-,-,-,m,-,-,-,3,-,-,-,n,-,-,-,-,-,u,-,-
rawa1265,-,-,k,-,h,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,i,l,-
drun1238,-,-,-,-,-,-,-,a,N,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,3,l,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,e,-,p,t,i,-,-
dumi1241,-,-,-,-,-,-,-,-,-,-,p,-,h,-,a,-,s,u,l,-,e,-,m,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,-,w,-,a,-,-,-,l,-,a,m,m,-,a,-,-
limb1266,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,r,-,-,-,-,-,i,k,-
sunw1242,-,-,-,-,-,-,-,-,-,-,p,-,h,-,-,-,-,-,r,-,-,-,-,-,a,-,-
lepc1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,k,-,o,-,p,-,-,-,-
dhim1246,-,-,-,-,-,-,-,-,-,-,p,-,-,-,a,k,h,e,n,-,-,-,-,-,a,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,Z,-,y,-,-,-,-,-,o,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,y,-,-,-,-,-,o,-,-
tibe1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,s,-,y,-,-,-,-,-,o,-,-
tibe1272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,g,r,-,-,-,-,-,o,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,y,-,-,-,-,-,o,-,-
