language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kach1280,-,t,-,-,-,-,S,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-
noct1238,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-
wanc1238,-,r,-,-,a,N,h,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-
phom1236,-,-,-,-,-,-,v,-,-,-,-,-,a,-,-,-,N,-,h,i,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,l,-,-,-,-,-,-,-,-,-
rabh1238,-,r,-,-,a,N,s,-,-,-,-,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-
sher1257,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,n,-,-,i,-,-,-,-,-,-
bugu1246,-,-,-,-,-,-,h,a,h,a,y,-,a,-,-,-,N,-,-,-,-,-,-,-,-,-
naxi1245,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,i,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,i,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,n,-,-,-,y,-,E,-,-,-,m,-,-,i,-,-,-,-,-,-
ersu1241,-,-,-,-,-,-,n,-,-,-,y,-,o,-,-,-,m,-,-,a,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,i,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,a,s,3,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,n,-,-,-,-
nort2722,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,u,-,n,-,-,-,-
guiq1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,i,-,n,t,s,h,o
maru1249,-,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,p,-,-,-,u,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,p,-,-,-,u,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,p,-,-,-,e,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,n,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,n,-,-,-,-,-,i,-,-,-,m,-,-,o,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,-,-,-,a,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,3,-,l,-,-,-,E
youl1235,-,-,-,-,-,-,n,-,-,-,y,-,3,-,-,-,-,-,-,o,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,n,-,-,-,-,-,3,-,-,-,m,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,-,n,-,-,-,w,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
dumi1241,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
yamp1242,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
sunw1242,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,t,-,s,u,-,-,-,-,-,k
dhim1246,-,s,-,-,a,-,n,-,-,-,h,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,n,-,-,-,y,-,3,-,-,-,m,-,-,E,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,n,-,-,-,y,-,3,-,-,-,m,-,-,a,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,3,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,a,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,a,-,-,-,-,-,-
jire1238,-,-,-,-,-,-,n,-,-,-,y,-,i,-,-,-,m,-,-,a,-,-,-,-,-,-
sher1255,-,-,-,-,-,-,N,-,-,-,i,-,i,-,-,-,m,-,-,a,-,-,-,-,-,-
kaik1246,-,-,-,-,-,-,n,-,-,-,h,-,i,-,-,-,m,-,-,a,-,-,-,-,-,-
dakp1242,-,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,-,t,-,-,-,x,-,i,-,-,-,-,-,-,i,-,-,-,-,-,a
thak1245,-,-,-,-,-,-,t,-,-,-,-,-,i,-,-,-,N,-,-,i,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,n,-,-,-,y,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-
kony1248,-,-,-,-,i,u,n,-,-,-,-,-,e,g,-,-,7,-,-,-,-,-,-,-,-,-
nyis1236,-,d,-,-,u,-,n,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nisi1238,-,d,-,-,o,-,n,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
tagi1241,-,d,-,-,o,-,n,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
bori1243,-,d,-,-,u,N,n,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
apat1240,-,d,-,-,a,-,n,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
tara1313,-,r,-,-,3,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,i,-,n,-,-,-,y,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
quey1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,u,-,-,-,-,-,-
horp1239,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,b,-,-,3,-,-,-,-,-,-
sang1321,-,-,-,-,-,-,n,-,-,-,-,-,y,-,-,-,-,-,-,3,-,-,-,-,-,-
yimc1240,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
loth1237,-,-,-,-,e,-,N,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
poch1243,a,r,-,-,3,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
hmar1241,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,s,-,-,-,a
haka1240,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
gang1266,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,s,-,-,-,a
tang1336,-,-,-,-,-,-,z,-,-,-,-,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
mani1292,-,-,-,-,-,-,n,-,-,-,-,-,u,-,-,-,m,-,-,i,-,t,-,-,-,-
maon1238,-,t,s,h,3,-,N,-,-,-,-,-,-,-,-,-,h,-,-,i,-,-,-,-,-,-
khez1235,-,t,-,h,e,-,n,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
chok1243,-,-,-,-,-,-,n,-,-,-,a,t,s,-,-,-,h,-,-,e,-,-,-,-,-,-
reng1255,-,-,-,-,i,-,h,-,-,-,e,k,-,-,-,-,h,-,-,a,-,-,-,-,-,-
zeme1240,-,-,-,-,-,-,n,-,-,-,a,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
zeme1240,-,-,-,-,-,-,n,-,-,-,a,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
lian1251,-,-,-,-,-,-,n,-,-,-,a,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
lian1251,-,-,-,-,-,-,n,-,-,-,a,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
mara1379,-,-,-,-,-,-,l,-,-,-,a,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
mara1379,-,-,-,-,-,-,l,-,-,-,a,-,i,-,-,-,m,-,-,i,-,k,-,-,-,-
yinb1236,-,-,-,-,-,-,l,-,-,-,-,-,v,-,-,-,m,-,-,u,-,-,-,-,-,-
geko1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,3,7,-,-,-,-
paok1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,-,-,-,-,-,-
manu1255,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,m,-,-,o,-,-,-,-,-,-
yint1235,-,-,-,-,-,-,t,-,-,-,-,-,3,-,-,-,m,-,-,3,-,v,-,-,-,-
west2409,-,-,-,-,-,-,t,-,-,-,-,-,3,-,-,-,m,-,-,o,-,-,-,-,-,-
geba1237,-,-,-,-,-,-,l,-,-,-,-,-,u,-,-,-,m,-,-,u,-,-,-,-,-,-
sgaw1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,-,-,-,-,-,-
akha1245,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
nort2732,-,-,-,-,-,-,l,-,-,-,-,-,a,u,t,s,h,-,-,i,-,-,-,-,-,-
mand1415,-,-,-,-,-,-,t,-,-,-,a,-,i,-,-,-,y,a,-,N,-,-,-,-,-,-
mand1415,-,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,t,o,-,u,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,N,-,-,-,-,-,i,t,-,-,t,e,-,u,-,-,-,-,-,-
mind1253,-,-,-,-,-,-,l,-,-,-,-,-,i,k,t,-,h,a,-,u,-,-,-,-,-,-
