language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kach1280,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,S,a,-
noct1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,n,-,-,y,a,N
wanc1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
phom1236,-,-,-,-,-,-,-,S,-,-,-,-,-,-,e,n,n,-,-,y,a,k
bodo1269,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,n,-,-,s,3,y
dima1251,-,-,-,s,-,-,u,b,-,-,-,-,-,-,u,-,N,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,n,-,-,d,e,-
rabh1238,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,i,-
sher1257,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,i,-,-,-,-,r,i,n
bugu1246,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,r,a,n
naxi1245,-,-,-,-,-,-,-,X,-,-,-,-,-,-,i,-,-,-,-,-,-,-
namu1246,-,-,t,s,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,-,-,-,-
ersu1241,-,-,-,s,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
lisu1250,-,-,t,s,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,o,-,-
sout2728,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,-,n,-,-,-,-,-,-,3,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,p,-,-,y,-,-,-,u,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,p,-,-,y,-,-,-,u,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,p,-,-,y,-,-,-,u,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,p,-,-,y,-,-,-,u,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,l,-,-,-,u,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,t,-,-,S,-,-,-,o,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,-,-,-,s,-,-,-,u,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,t,-,-,s,y,a,s,u,-,-,-,-,-,-,-
youl1235,-,-,t,s,-,-,-,h,3,-,z,-,-,-,o,-,-,-,-,-,-,-
rawa1265,-,-,3,-,-,-,-,-,-,-,s,-,-,-,a,-,-,-,-,N,-,-
drun1238,-,-,a,-,-,-,-,t,-,-,s,-,-,-,a,-,-,-,-,N,-,-
khal1275,-,-,-,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,s,-,-
dumi1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,n,-,-
kulu1253,w,a,t,s,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,n,a,-
yamp1242,i,a,7,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
sunw1242,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,r,-,-
lepc1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,r,o,-
dhim1246,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,-,-,a,N,-,-
amdo1237,-,-,-,-,-,-,-,m,-,n,y,-,-,-,3,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,n,y,-,-,-,3,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
jire1238,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
sher1255,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,-,-,-
kaik1246,-,-,-,-,-,-,-,Z,o,n,t,-,-,-,o,-,-,-,-,-,-,-
