language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
kach1280,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
noct1238,t,s,h,u,o,k,-,-,-,l,-,a,-,m,-,-,-,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,r,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,-
bodo1269,-,-,-,-,-,r,-,-,-,-,-,a,7,n,-,-,-,-,-,-,-,-,-,-
dima1251,-,-,g,-,a,r,-,-,-,-,-,a,i,N,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,r,-,-,-,-,-,a,-,n,-,-,-,a,-,-,-,-,-,-
sher1257,-,-,-,-,-,-,-,-,-,-,-,o,-,o,-,-,-,-,-,-,-,-,-,-
bugu1246,-,-,-,-,-,g,-,-,-,-,-,a,-,u,-,-,-,-,-,-,-,-,-,-
naxi1245,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-
namu1246,-,-,-,-,-,f,-,-,-,-,-,u,-,Z,-,-,-,3,-,-,-,g,-,-
namu1246,-,-,-,-,-,f,-,-,-,-,-,u,-,Z,-,-,-,3,-,-,-,g,-,-
shix1238,-,-,-,-,-,l,-,-,-,-,-,i,a,p,-,-,-,a,-,-,-,-,-,-
ersu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,u,-,-,-,-,-,-
lisu1250,-,-,-,-,-,d,-,-,-,-,-,e,-,Z,-,-,-,i,-,-,-,-,-,-
sout2728,-,-,-,-,-,Z,-,-,-,-,-,i,-,k,-,-,-,u,-,-,-,a,-,-
nort2722,-,-,-,-,-,r,-,-,-,-,-,3,-,t,s,y,-,i,-,-,-,-,-,-
guiq1238,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
maru1249,-,-,-,-,-,f,-,-,-,-,-,a,-,-,-,-,-,i,-,-,-,-,-,-
pela1242,-,-,-,-,-,k,-,-,-,y,-,a,-,-,-,-,-,u,-,-,-,7,-,-
zhab1238,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,i,-,-
lash1243,-,-,-,-,-,k,-,-,-,y,-,-,-,-,-,-,-,u,-,-,-,7,-,-
nucl1310,-,-,-,-,-,k,-,-,-,h,r,a,-,-,-,-,-,u,-,-,-,k,-,-
acha1249,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,7,-,-
nusu1239,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,i,-,-
nusu1239,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-
youl1235,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-
rawa1265,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
drun1238,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
khal1275,-,-,-,-,d,h,-,-,-,-,-,o,-,N,-,p,-,E,-,-,-,-,-,-
kulu1253,-,-,-,-,-,h,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-
yamp1242,-,-,-,-,-,h,-,-,-,-,-,e,-,m,-,-,-,a,-,-,-,-,-,-
sunw1242,-,-,-,-,-,s,-,-,-,-,-,o,-,S,-,-,-,o,-,-,-,-,-,-
lepc1244,-,-,-,-,-,S,-,-,-,-,-,i,-,n,-,-,-,-,-,-,-,-,-,-
dhim1246,-,-,-,-,-,s,-,-,-,-,-,e,-,N,-,k,-,a,-,-,-,-,-,-
amdo1237,-,-,-,-,r,k,-,-,-,-,-,a,-,m,-,b,-,o,-,-,-,-,-,-
amdo1237,-,-,-,-,h,k,-,-,-,-,-,a,-,m,-,b,-,o,-,-,-,-,-,-
tibe1272,-,-,-,-,-,k,-,-,-,-,-,a,-,m,-,p,-,o,-,-,-,-,-,-
tibe1272,-,-,-,-,s,k,-,-,-,-,-,a,-,m,-,p,-,o,-,-,-,-,-,-
kham1282,-,-,-,-,-,k,-,-,-,-,-,a,-,m,-,b,-,o,-,-,-,-,-,-
jire1238,-,-,-,-,-,k,-,-,-,-,-,o,-,m,-,b,-,o,-,-,-,-,-,-
sher1255,-,-,-,-,-,k,-,-,-,-,-,a,-,m,-,b,-,u,-,-,-,-,-,-
kaik1246,-,-,-,-,-,k,-,-,-,h,-,a,-,r,-,p,-,a,-,-,-,-,-,-
dakp1242,-,-,-,-,-,s,-,-,-,-,-,a,-,N,-,m,-,a,-,-,-,-,-,-
guru1261,-,-,-,-,-,k,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,k,-,-,-,h,-,a,-,r,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,s,-,-,-,-,-,o,-,t,-,-,-,-,-,-,-,-,-,-
kony1248,t,-,-,-,s,h,-,-,-,-,-,a,-,r,-,s,-,-,-,-,-,-,-,-
nyis1236,-,-,-,-,-,p,-,-,-,-,-,3,-,t,-,-,-,3,-,-,-,-,-,-
nisi1238,-,-,-,-,-,p,-,-,-,-,-,i,-,t,-,-,-,3,-,-,-,N,-,-
tagi1241,-,-,-,-,-,s,-,-,-,-,-,i,n,t,-,-,-,a,-,-,-,r,-,-
bori1243,-,-,-,-,-,S,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,n,-,-
apat1240,-,-,-,-,-,p,-,-,-,-,-,i,-,t,-,-,-,a,-,-,-,N,-,-
tara1313,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
idum1241,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-
quey1238,-,-,-,-,-,r,-,-,-,-,-,u,-,r,-,-,-,u,-,-,-,-,-,-
horp1239,-,-,-,-,-,x,-,-,-,r,-,o,x,r,-,-,-,o,-,-,-,-,-,-
sang1321,-,-,-,-,a,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,N,-,-
yimc1240,-,-,-,-,a,k,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,N,-,-
loth1237,-,-,-,-,e,k,-,-,-,-,-,-,-,-,-,h,i,a,-,-,-,N,-,-
poch1243,-,-,-,-,-,k,-,-,-,-,-,3,-,k,-,h,r,o,-,-,-,-,-,-
lush1249,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
hmar1241,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,a,-,w,-,l,-,-
haka1240,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
gang1266,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,l,-,-
tang1336,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,a,t,h,e,N,-,a
mani1292,-,-,-,-,a,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,b,a
maon1238,-,-,-,-,-,k,-,-,-,-,-,o,-,t,-,h,-,u,-,-,-,-,-,-
khez1235,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,h,s,o,-,-,-,-,-,-
chok1243,-,-,-,-,-,k,-,-,-,-,-,3,-,-,-,s,-,o,-,-,-,-,-,-
reng1255,-,-,-,-,a,k,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,n,-,-
zeme1240,-,-,-,-,-,k,e,t,s,h,-,a,-,N,-,b,-,e,-,-,-,-,-,-
lian1251,-,-,-,-,-,S,-,-,-,-,-,a,-,N,-,b,-,u,-,-,-,-,-,-
yinb1236,-,-,-,-,-,S,-,-,-,-,-,-,-,h,-,-,-,e,-,-,-,-,-,-
geko1235,-,-,-,-,-,s,-,-,-,-,-,-,-,h,-,-,-,e,-,-,-,i,-,-
paok1235,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,N,-,-
manu1255,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,w,-,i,-,-,-,-,-,-
yint1235,-,-,-,-,-,7,-,-,-,-,-,a,-,x,-,e,-,i,-,-,-,-,-,-
west2409,-,-,-,-,-,k,-,-,-,-,-,-,-,r,-,-,-,a,-,-,-,-,-,-
geba1237,-,-,-,-,-,7,-,-,-,-,-,3,-,x,-,w,-,e,-,-,-,-,-,-
akha1245,-,-,-,-,-,k,-,-,-,h,-,-,-,r,-,-,-,o,-,-,-,u,-,-
nort2732,-,-,-,-,a,k,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
mand1415,-,-,-,-,-,g,-,-,-,-,-,a,-,n,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,g,-,-,-,-,-,o,-,n,-,n,-,e,-,-,-,-,-,-
mind1253,-,-,-,-,-,t,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-
