language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
sout2728,-,-,p,-,-,h,-,-,-,-,-,-,Z,-,-,-,-,-,-,i,-,-,-,-
nort2722,-,-,p,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-
guiq1238,-,-,-,-,-,S,-,-,o,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-
maru1249,-,-,p,-,-,h,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-
pela1242,-,-,p,-,-,h,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-
zhab1238,-,-,p,-,-,h,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-
lash1243,-,-,p,-,-,h,-,-,-,-,-,-,y,-,-,-,-,-,-,u,-,-,-,-
nucl1310,-,-,p,-,-,h,-,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-
acha1249,-,-,p,-,-,h,-,-,-,-,-,-,Z,-,-,-,-,-,-,o,-,-,-,-
nusu1239,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-
nusu1239,-,-,p,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
youl1235,-,a,p,-,-,h,-,r,u,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
rawa1265,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-
drun1238,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-
ersu1241,-,-,-,-,-,3,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
lisu1250,-,-,d,-,-,e,-,-,-,-,-,-,l,-,-,-,-,-,-,i,-,-,-,-
pumi1242,-,-,p,-,-,h,-,-,-,-,-,-,Z,-,-,-,-,-,-,3,-,-,-,-
pumi1242,-,-,p,-,-,h,-,-,-,-,-,-,Z,a,-,-,-,m,-,3,-,-,-,-
shix1238,-,-,p,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-
namu1246,-,-,p,-,-,h,-,-,u,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
lich1241,-,-,p,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,r,-,-
naxi1245,-,-,p,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-
khal1275,-,-,-,-,-,b,-,-,u,-,-,-,b,-,-,-,-,-,-,u,-,m,-,-
dumi1241,-,-,-,-,-,d,-,-,3,-,-,-,t,-,-,-,-,-,-,3,-,m,-,-
kulu1253,-,-,-,-,-,l,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
limb1266,-,-,k,u,-,b,-,h,o,-,-,-,r,-,-,-,-,-,-,a,p,h,-,-
yamp1242,-,-,-,u,t,t,-,h,-,-,-,-,r,-,-,-,-,-,-,i,-,7,-,-
sunw1242,-,-,-,-,-,b,-,-,u,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,d,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-
dhim1246,-,-,-,-,-,Z,-,-,e,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-
chep1245,-,-,p,-,-,h,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-
maga1261,-,-,b,o,-,k,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kony1248,-,-,t,-,-,h,-,-,o,-,-,-,g,-,-,-,-,7,-,-,-,-,-,-
amdo1237,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,r,-,o,-,-,-,-
amdo1237,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,r,-,o,-,-,-,-
tibe1272,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,p,-,o,-,-,-,-
tibe1272,-,-,d,-,-,k,-,-,a,-,-,-,r,-,-,-,-,p,-,o,-,-,-,-
kham1282,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,k,-,a,-,-,-,-
jire1238,-,-,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,m,-,u,-,-,-,-
sher1255,-,-,-,-,-,k,-,-,a,-,-,-,r,-,-,-,-,w,-,u,-,-,-,-
kaik1246,-,-,-,-,-,p,-,-,a,-,-,-,l,-,-,-,-,m,-,o,-,-,-,-
dakp1242,-,-,-,-,-,b,-,-,a,-,-,-,l,i,-,-,N,m,-,i,-,-,-,-
nucl1729,-,-,-,-,-,t,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,t,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,t,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
bang1338,i,a,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-
tagi1241,i,a,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,-,-
nyis1236,-,-,p,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
nisi1238,-,-,p,-,-,-,-,-,u,-,N,-,l,-,-,-,-,-,-,u,-,N,-,-
pada1257,i,a,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,N,-,-
pada1257,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,n,-,-
bori1243,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,N,l,u
apat1240,-,-,p,-,-,-,-,-,u,-,-,-,l,-,-,-,-,-,-,u,-,-,-,-
tara1313,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,i,-,o,-,-,-,-
