language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kach1280,-,-,-,-,p,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
noct1238,-,-,a,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,e,-,-,m,-,-,-,-
noct1238,-,-,a,t,s,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,k,-,-,-,-
wanc1238,-,-,a,t,s,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,7,-,-,-,-
dima1251,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,-,-,a,m
garo1247,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,g,i,p,a,-
sher1257,-,-,a,t,s,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,a,-,-,p,-,-,-,-
bugu1246,-,-,-,t,s,-,-,-,-,-,-,h,-,-,-,-,i,-,i,-,-,-,-,a,-,-,w,-,-,-,-
naxi1245,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,-,E,-,-,b,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,-,E,b,u,b,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
ersu1241,-,-,-,-,-,-,-,-,-,-,-,b,-,z,-,-,3,-,b,-,-,z,-,3,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,i,-,b,-,-,-,-,i,-,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,z,-,-,-,-,3,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,3,-,-,t,-,s,i,-
guiq1238,-,-,-,-,-,-,-,-,-,d,-,Z,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,t,s,y,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,m,-
nusu1239,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-
youl1235,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
kulu1253,-,t,-,-,s,-,-,-,u,-,-,p,k,h,-,-,a,s,w,-,-,-,-,a,-,-,-,-,-,-,-
yamp1242,-,-,-,-,-,-,-,-,i,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lepc1244,-,k,-,-,l,-,-,-,e,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dhim1246,p,h,e,-,l,-,-,-,e,-,-,p,-,h,e,l,e,-,k,-,-,-,-,a,-,-,-,-,-,-,-
