language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
sout2728,-,-,-,-,-,-,-,-,-,z,-,-,u,-,-,-,-,3,-,z,-,a
nort2722,-,-,-,t,S,-,-,-,-,h,-,-,-,-,-,-,-,a,-,z,-,-
guiq1238,-,-,-,t,-,-,-,-,-,y,-,-,-,-,-,-,-,i,-,-,-,i
maru1249,-,-,-,m,-,-,-,-,-,y,-,-,-,-,-,-,-,u,-,k,-,-
pela1242,-,a,-,m,-,-,-,-,-,y,-,-,-,-,-,-,-,u,-,N,-,-
zhab1238,-,a,-,m,-,-,-,-,-,y,-,-,-,-,-,-,-,i,-,-,-,-
lash1243,-,a,-,m,-,-,-,-,-,y,-,-,o,-,-,-,-,u,-,-,-,-
nucl1310,-,-,-,m,-,-,-,-,-,y,-,-,-,-,-,-,-,u,i,t,s,e
nucl1310,-,-,-,m,-,-,-,-,-,y,-,-,-,-,-,-,-,u,i,t,s,e
acha1249,-,a,-,n,-,-,-,-,-,y,-,-,a,-,-,-,-,u,-,-,-,-
nusu1239,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-
nusu1239,-,-,-,z,-,-,-,-,-,y,-,-,-,-,-,-,-,3,-,l,-,E
youl1235,-,-,-,t,-,-,-,-,-,S,-,-,-,-,-,-,-,3,-,-,-,-
rawa1265,-,a,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-
drun1238,-,a,-,N,-,-,-,-,-,S,-,-,-,-,-,-,-,i,-,-,-,-
ersu1241,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,E,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,x,-,-,3,-,-,r,z,3,-,-,-,-
pumi1242,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-
pumi1242,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-
