language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
kach1280,-,-,-,-,-,-,m,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,7,-,-,-,-,-,-,-
noct1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
phom1236,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,k,-,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,g,-,-,-,-,o,7,n
dima1251,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,r,-,o,-,n
rabh1238,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,e,-,n
sher1257,k,-,h,i,-,-,b,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
bugu1246,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,-,i,-,-,-,a,-,k,-,-,-,-,-,-,-
naxi1245,n,-,y,a,l,v,m,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,E,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,n,-,y,-,E,y,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
ersu1241,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-
lisu1250,k,-,i,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,n,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,y,-,-,-,-,-,a,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,m,-,y,-,o,7,-,t,S,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,m,-,y,-,a,7,-,t,S,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,m,-,y,-,o,7,-,t,S,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,m,-,y,-,o,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,m,-,y,-,a,k,-,-,s,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,n,-,y,-,o,7,-,t,s,-,i,-,-,-,-,-,7,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,m,-,i,-,a,Z,-,-,-,y,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,m,-,i,-,o,t,-,-,s,y,i,-,-,-,-,-,-,-,-,-,-,-,-,-
youl1235,-,-,-,-,-,-,m,-,y,-,a,t,-,-,s,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,7,-,-,-,-,-,-,-
khal1275,m,-,-,o,s,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,h,-,a,-,-
dumi1241,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,s,-,i,-,-
kulu1253,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,s,-,i,-,-
limb1266,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
yamp1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
sunw1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,t,-,s,-,i,-,-
lepc1244,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
dhim1246,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,x,-,n,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,k,-,-,-,-,-,-,-
amdo1237,-,-,-,-,h,-,n,-,y,-,-,-,-,-,-,-,3,-,-,-,-,-,X,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,7,-,-,-,-,-,-,-
jire1238,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
sher1255,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
kaik1246,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
dakp1242,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,N,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
kony1248,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,g,-,-,7,-,-,-,-
nyis1236,-,-,-,e,-,-,n,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
nisi1238,-,-,-,e,-,-,n,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
tagi1241,-,-,-,-,-,-,n,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
bori1243,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
apat1240,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
tara1313,b,-,-,3,l,3,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,e,l,o,b,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
quey1238,t,-,-,-,s,y,n,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
horp1239,-,-,-,-,s,-,n,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,-
yimc1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,k,t,s,h,-,i,-,-
loth1237,-,-,-,o,-,-,m,-,-,-,-,h,-,-,-,-,i,-,-,-,e,-,k,-,-,-,-,-,-,-
poch1243,-,-,-,a,-,-,n,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,t,-,-,h,-,a,-,-
lush1249,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-
hmar1241,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-
haka1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-
gang1266,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-
tang1336,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
mani1292,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,t,-,-,-,-,-,-,-
maon1238,-,-,-,o,-,-,N,-,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
khez1235,-,-,-,-,-,-,n,-,e,t,s,h,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
chok1243,-,-,-,u,-,-,m,-,-,-,-,h,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
reng1255,-,-,-,-,-,-,-,-,i,-,-,h,3,t,-,-,i,-,-,-,-,-,e,-,-,-,-,-,-,-
zeme1240,-,-,-,-,-,-,m,-,i,-,-,m,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
lian1251,t,s,h,a,-,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,k,-,-,-,-,-,-,-
mara1379,-,-,-,a,-,-,m,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-
yinb1236,-,-,-,-,-,-,m,-,-,-,p,h,-,l,v,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
geko1235,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,i,-,-,-,-,-,7,-,-,p,l,3,-,o
paok1235,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,7,-,-,-,-,-,-,-
manu1255,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,i,-,s,-,a,p,h,-,-,-,-,-,-,-
yint1235,-,-,-,-,-,-,m,-,-,-,a,-,-,-,-,-,i,-,m,-,a,i,p,-,-,-,-,-,-,-
west2409,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,E,t,s,y,E,p,l,-,-,-,-,-,-,-
geba1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,y,-,a,-,d
sgaw1245,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,k,-,-,h,l,i,-,-
akha1245,-,-,-,e,-,-,n,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2732,-,-,-,-,-,-,l,o,p,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-
mand1415,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,a,-,n,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,z,-,u,-,-
mind1253,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,i,-,-,-,-,-,k,t,-,s,-,i,-,u
