language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
noct1238,-,-,-,-,-,-,-,a,-,k,-,-,-,h,u,o,-,n,-,-,-,-
wanc1238,-,-,-,-,-,-,p,a,n,k,-,-,-,-,-,a,-,n,-,-,-,-
bodo1269,-,-,-,-,-,-,b,i,-,k,-,-,-,-,-,o,7,N,-,-,-,-
bodo1269,-,-,-,-,-,-,b,i,-,g,-,-,-,-,-,u,7,r,-,-,-,-
dima1251,-,-,-,-,-,-,b,o,-,N,-,-,-,-,-,u,-,r,-,-,-,-
garo1247,-,-,-,-,-,-,b,i,-,g,-,-,-,-,-,i,-,l,-,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,k,-,-,-,h,-,o,-,r,t,h,a,p
sher1257,-,-,-,-,-,-,s,-,-,k,-,-,-,-,-,u,-,k,-,-,-,-
bugu1246,-,-,-,-,-,-,h,i,N,k,-,-,-,h,-,u,-,k,-,-,-,-
nucl1310,a,k,-,-,-,-,h,a,-,-,-,-,-,-,-,u,-,k,-,-,-,-
rawa1265,-,-,-,-,-,-,s,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-,-,-
dumi1241,-,-,-,-,-,-,s,3,-,k,-,-,-,k,-,3,-,-,-,-,-,-
kulu1253,-,-,-,-,-,-,h,o,-,-,-,-,-,-,-,u,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,h,o,-,-,-,-,-,r,-,i,-,k,-,-,-,-
yamp1242,-,-,-,-,-,-,s,i,p,p,-,-,-,r,-,E,-,k,-,-,-,-
sunw1242,-,k,-,r,u,-,s,-,-,-,-,-,-,-,-,u,-,l,-,-,-,-
dhim1246,-,d,-,-,-,-,h,a,-,-,-,-,-,l,-,e,-,-,-,-,-,-
tibe1272,-,p,-,-,a,-,g,-,s,p,-,-,-,-,-,a,-,-,-,-,-,-
jire1238,-,k,-,-,o,-,k,-,t,-,-,-,-,-,-,e,-,n,-,-,-,-
sher1255,-,k,-,-,o,-,w,a,S,-,-,-,-,-,-,i,-,N,-,-,-,-
kaik1246,-,s,-,w,o,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,-,p,-,-,h,-,-,-,-,-,i,-,-,-,-,-,-
thak1245,-,-,-,-,-,-,p,-,-,h,-,-,-,-,-,i,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,n,-,-,-,-
kony1248,-,k,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,l,-,-,a,p
kony1248,-,k,-,-,-,-,h,-,-,-,-,-,-,-,-,o,-,l,-,-,a,p
nyis1236,-,-,-,-,e,-,p,-,-,-,-,-,-,-,-,3,-,n,-,-,-,-
tagi1241,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,i,-,n,-,-,-,-
loth1237,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,h,a,-,w,-,-,-,-,-,-,-,N,-,-,-,-
hmar1241,-,-,-,-,-,-,h,a,-,w,-,-,-,-,-,-,-,N,-,-,-,-
tang1336,-,-,-,-,-,-,-,a,-,k,-,-,-,-,-,o,-,r,-,-,-,-
mani1292,-,-,-,-,-,-,-,u,-,k,-,-,-,-,-,u,-,-,-,-,-,-
khez1235,-,-,-,-,-,-,-,e,-,k,-,-,-,w,-,e,-,-,-,-,-,-
zeme1240,-,-,-,-,-,-,-,-,-,g,-,-,-,e,-,i,-,-,-,-,-,-
lian1251,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-,-,-
mara1379,-,-,-,-,-,-,t,i,N,g,-,-,-,-,-,i,-,-,-,-,-,-
yinb1236,-,8,-,-,3,-,p,-,-,h,-,-,-,-,-,e,-,-,-,-,-,-
geko1235,-,t,-,-,3,3,p,-,-,h,o,-,-,-,-,i,-,7,-,-,-,-
paok1235,-,-,-,-,-,-,p,-,-,h,-,-,-,-,-,e,-,7,-,-,-,-
manu1255,-,-,-,-,-,-,p,-,-,h,-,-,-,-,-,o,-,-,-,-,-,-
yint1235,-,-,-,-,-,-,-,-,-,s,e,i,n,b,-,e,-,i,-,-,-,-
west2409,-,t,s,y,o,-,p,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-
geba1237,-,-,-,-,-,-,p,-,-,h,-,-,-,-,-,a,-,7,-,-,-,-
sgaw1245,-,t,-,-,e,7,p,-,-,h,-,-,-,-,-,i,-,7,-,-,-,-
akha1245,-,k,-,-,-,-,h,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mand1415,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mind1253,-,-,-,-,-,-,p,-,-,h,-,-,-,u,-,i,-,-,-,-,-,-
