language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
nort2722,-,-,-,-,-,-,3,-,r,-,-,p,-,-,-,-,a,-,-,-,t,S,-
guiq1238,-,w,-,-,-,-,i,-,-,-,-,w,-,-,-,-,i,-,-,-,-,-,-
pela1242,-,S,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
zhab1238,-,S,-,-,-,-,o,-,v,-,-,-,-,-,-,-,u,-,-,-,-,i,-
lash1243,-,S,-,-,-,-,o,-,y,-,-,-,-,-,-,-,o,-,-,-,-,u,-
nucl1310,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,u,-,-,-,-,i,-
acha1249,-,-,-,-,-,-,a,-,Z,-,-,-,-,-,a,-,u,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,y,-,r,-,-,-,-,-,-,-,-,-,-,-,-,3,-
nusu1239,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,u,-,-,-,-,a,-
youl1235,-,S,-,-,-,-,o,-,x,-,-,-,-,-,-,-,3,-,-,-,-,-,-
rawa1265,-,S,-,-,-,-,3,-,r,-,-,-,-,-,-,-,e,-,-,-,-,r,-
drun1238,-,-,-,-,-,-,a,N,r,-,-,-,-,-,-,-,3,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,3,-,r,-,k,h,-,-,u,-,o,-,-,-,-,-,-
pumi1242,-,Z,-,-,-,-,a,-,q,-,-,-,-,-,-,-,a,-,-,-,-,-,-
shix1238,t,s,y,3,-,-,3,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-
namu1246,-,S,-,-,-,-,a,-,q,-,-,-,-,-,-,-,a,-,-,-,-,-,-
lich1241,-,s,-,-,-,-,o,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-
naxi1245,-,S,-,-,-,-,a,-,N,-,-,-,-,-,-,-,v,-,-,-,-,-,-
khal1275,-,s,-,-,-,-,o,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dumi1241,-,s,-,-,-,-,a,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kulu1253,-,t,-,-,-,-,u,p,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-
limb1266,-,-,-,i,-,-,E,7,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-
yamp1242,-,s,-,E,k,k,o,7,w,-,-,-,-,-,-,-,a,-,-,-,-,-,-
sunw1242,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,S,-,-
lepc1244,-,-,-,-,-,-,a,k,r,-,-,-,-,-,-,-,a,-,-,-,t,-,-
dhim1246,-,h,-,-,-,-,a,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-
chep1245,-,h,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,s,-,-
maga1261,-,h,-,-,-,-,-,-,i,-,-,-,-,-,-,-,u,-,-,-,-,-,-
kony1248,-,h,-,-,-,-,a,-,r,-,-,-,-,-,-,-,o,-,-,-,N,-,-
amdo1237,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,3,-,-,-,p,E,-
amdo1237,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,3,-,-,-,p,a,-
tibe1272,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,p,3,-
tibe1272,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,s,-,-,p,a,-
kham1282,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,o,-,-,-,p,a,-
jire1238,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,b,a,-
sher1255,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,o,-,-,-,k,-,-
kaik1246,s,h,-,-,-,-,u,-,r,-,-,-,-,-,-,-,u,-,-,-,-,-,-
dakp1242,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,h,a,N
nucl1729,-,p,-,-,-,-,o,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-
thak1245,-,n,-,-,-,-,a,-,t,-,-,-,-,-,-,-,i,-,-,-,-,-,-
guru1261,-,x,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,b,a,-
bang1338,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-
nisi1238,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-
pada1257,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,o,-,-,-,N,-,-
bori1243,-,-,-,-,-,-,-,-,l,o,N,p,-,-,-,-,o,-,-,-,N,-,-
apat1240,-,-,-,-,-,-,a,-,l,-,-,-,-,-,-,-,o,-,-,-,-,-,-
tara1313,-,-,-,-,-,-,-,-,r,3,-,b,-,-,-,-,o,-,-,-,N,-,-
quey1238,-,S,-,-,-,-,3,-,r,-,-,-,-,-,-,-,3,-,-,-,-,-,-
horp1239,-,r,-,-,-,-,3,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-
sang1321,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,3,-,-,-,-,-,-
yimc1240,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,o,r,e,a,N,-,-
chon1286,-,t,-,-,-,-,e,-,r,-,-,-,-,-,-,-,a,-,-,-,t,-,-
mong1332,-,t,-,-,-,-,e,-,r,-,-,-,-,-,-,-,a,-,-,-,t,-,-
loth1237,-,-,-,-,-,-,o,-,r,-,-,-,-,-,-,-,3,-,-,-,-,-,-
poch1243,-,-,-,-,-,-,a,-,r,-,-,-,-,-,-,-,3,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,h,-,-
hmar1241,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,-,-,-
