language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
kach1280,-,-,-,-,t,-,-,-,s,-,a,i,p,-,Z,-,-,-,-,-,u,-,-,-
noct1238,-,-,-,-,-,-,-,-,s,-,e,-,-,-,-,-,-,-,-,-,i,-,-,-
wanc1238,-,-,-,-,-,-,-,-,s,-,a,-,-,-,k,-,-,-,-,-,-,-,-,-
phom1236,-,-,-,-,p,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
bodo1269,-,-,-,-,-,-,-,-,h,-,a,-,d,-,r,-,-,-,-,-,i,-,-,7
dima1251,-,-,-,-,-,-,-,-,h,-,a,-,-,-,Z,-,-,-,-,-,i,-,-,N
garo1247,-,-,-,-,-,-,-,-,-,-,a,n,t,-,s,-,-,-,-,-,e,-,-,N
sher1257,-,-,-,-,-,-,-,-,b,-,e,-,t,-,s,-,-,-,-,-,o,-,-,-
bugu1246,-,-,-,-,n,y,a,-,b,-,a,-,-,-,l,-,-,-,-,-,i,-,-,-
naxi1245,-,-,-,-,t,-,-,-,S,-,e,-,-,-,m,-,-,-,-,-,v,-,-,-
namu1246,-,-,-,-,l,-,o,-,S,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,-,m,-,e,-,-,-,-,-,-,-,-,-,i,-,-,-
ersu1241,-,3,r,k,h,u,-,-,-,-,a,-,-,-,-,-,-,-,-,-,z,-,-,-
lisu1250,-,-,-,-,x,u,o,-,S,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2728,S,a,-,-,t,-,-,-,s,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2722,-,-,-,-,t,-,-,-,s,-,3,-,-,-,x,-,-,-,-,-,z,-,-,-
guiq1238,-,-,-,-,S,-,a,-,S,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,m,-,a,-,S,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,m,-,E,-,S,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,s,-,a,-,-,-,m,-,-,u,-,-,i,-,-,-
