language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
shix1238,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,y,-,-,i,-,-,-
ersu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,r,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,y,i,-,-,-,-,-,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,b,-,-,Z,-,-,i,-,-,-
nort2722,-,-,-,-,-,-,t,s,y,i,t,s,y,-,-,-,-,-,-,i,-,b,-,u,z,-,-,u,-,-,-
guiq1238,-,-,-,-,-,-,t,S,-,-,-,-,h,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,m,a,-,p,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,y,i,-,y,a,-,p,-,-,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,r,a,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,a,z,y,a,-,p,-,-,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,-,-,-,-,E,-,r,-,n,h,-,-,E,r,-,-
nusu1239,-,-,-,-,-,-,n,-,-,a,-,-,m,-,-,-,-,-,-,a,-,p,-,-,h,-,-,u,-,-,-
youl1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,3,-,-,-
rawa1265,-,-,-,-,-,-,k,-,-,-,-,-,h,-,-,-,-,-,-,a,-,p,-,-,h,-,-,u,-,-,-
drun1238,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,p,-,-,-,-,-,u,-,-,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,i,-,-,-,-,-,-,-,i,-,-,-
khal1275,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,i,i,-,-,-,-,-,-,-,i,-,-,-
dumi1241,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,3,-,-,-,-,7,-,-,3,-,-,-
dumi1241,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,3,-,-,-,-,7,-,-,3,-,-,-
kulu1253,-,-,-,-,-,-,t,s,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,b,u,-,i,-,-,-
kulu1253,-,-,-,-,-,-,t,s,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,b,u,-,i,-,-,-
limb1266,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,a,-,p,-,-,p,-,-,u,-,-,-
limb1266,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,a,-,p,-,-,p,-,-,u,-,-,-
sunw1242,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,l,-,-,u,-,-,-
sunw1242,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,l,-,-,u,-,-,-
lepc1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,u,-,-,-
dhim1246,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,u,-,-,-,-,s,u,r,i,-,-,-
amdo1237,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
tibe1272,k,h,o,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-
tibe1272,-,g,o,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,l,-,-
kham1282,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,e,-,i,-,-,k,-,-,a,-,-,-
jire1238,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,l,-,-,a,-,-,-
jire1238,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,l,-,-,a,-,-,-
sher1255,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,l,d,Z,u,m,-,-
kaik1246,-,m,a,-,-,-,l,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
dakp1242,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,l,-,-,u,-,-,-
guru1261,-,-,-,-,-,-,m,-,-,e,-,-,b,-,-,-,-,-,-,-,-,-,-,-,r,-,-,o,-,-,-
thak1245,-,-,-,-,-,-,m,-,-,e,-,-,p,-,-,-,-,-,-,-,-,-,-,-,r,-,-,E,-,-,-
chep1245,h,m,e,-,-,-,-,-,-,7,-,-,m,-,-,-,-,-,-,u,-,-,-,-,t,-,-,-,-,-,-
kony1248,-,m,e,p,i,a,t,s,-,7,-,-,f,-,-,-,-,-,-,i,-,-,-,-,r,-,-,e,-,-,-
nyis1236,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,a,-,-,-,-,y,-,-,a,-,-,-
tagi1241,-,-,-,-,-,-,-,-,-,-,-,-,m,3,t,s,u,-,t,a,-,-,-,-,i,-,-,u,-,-,-
bori1243,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,3,-,-,-,-,r,-,-,e,-,-,-
apat1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,i,-,-,u,-,-,-
apat1240,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,u,-,-,-,-,b,-,-,u,-,-,-
tara1313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,u,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,g,-,-,u,-,-,-
quey1238,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,3,-,p,-,-,k,-,-,a,p,-,-
quey1238,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,3,-,p,-,-,k,-,-,a,p,-,-
horp1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,l,-,-,E,-,-,-
loth1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,-,p,-,-,o,k,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,u,t,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,i,-,-,-,-,v,-,-,a,p,-,-
hmar1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,e,-,-,i,-,-,-,-,w,-,-,a,m,-,-
hmar1241,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,i,l,-,-,-,v,-,-,u,t,-,-
haka1240,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,u,t,t,-,-,s,-,-,a,m,-,-
tang1336,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,o,-,t,-,-,l,-,-,a,-,-,-
mani1292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,t,-,-
maon1238,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,i,-,-,-,-,v,-,-,o,n,-,i
khez1235,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,-,v,-,-,3,n,u,o
reng1255,-,-,-,-,-,-,k,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,r,-,i
zeme1240,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,i,n,-,-,-,b,-,-,u,n,-,-
yinb1236,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-
geko1235,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,a,-,-,-,s,h,-,-,a,-,-,-
paok1235,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-
manu1255,-,-,-,-,-,-,k,-,-,u,-,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-
yint1235,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,a,-,-,-
west2409,-,-,-,-,-,-,k,-,-,o,-,-,p,-,-,-,-,-,-,-,-,-,-,-,h,-,-,E,-,-,-
geba1237,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,E,-,7,-,s,h,-,-,E,-,-,-
sgaw1245,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,h,a,-,7,-,s,h,-,-,a,-,-,-
akha1245,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,u,k,h,e,s,p,-,-,u,-,-,-
nort2732,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,u,t,-,-,s,h,-,-,i,-,-,-
mand1415,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,-,-,-,i,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,o,-,-,-,-,-,-,-,i,-,-,-
mind1253,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,-,-,-,-,i,-,-,-
