language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kach1280,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,p,-,-,-,-,-,-,-,-,-
noct1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,p,-,-,l,-,-,a,-,-,-
noct1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,p,-,-,l,-,-,a,-,-,-
wanc1238,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,b,-,-,-,-,-,u,-,-,-
wanc1238,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,b,-,-,-,-,-,u,-,-,-
phom1236,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,p,-,-,l,-,-,a,-,-,-
phom1236,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,p,-,-,l,-,-,a,-,-,-
bodo1269,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,N,-,-,g,-,-,a,r,-,-
dima1251,-,-,-,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,-,a,-,p,-,-,l,-,-,a,-,-,-
garo1247,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,p,-,-,r,-,-,a,-,-,-
sher1257,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
bugu1246,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,-,u,n,-,-
naxi1245,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,u,3,-,-,-,-,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
