language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
nort2722,-,-,-,-,-,d,-,E,-,-,w,-,u,-,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,t,-,-,-,-,-,-,E,-,-,-,7,-,-,-,-
zhab1238,-,m,-,u,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,p,-,-,-,-
nucl1310,-,-,-,-,-,m,-,-,-,-,-,-,i,-,-,-,h,r,u,i,-
acha1249,-,-,-,-,-,x,-,-,-,-,-,-,u,-,-,-,m,-,-,-,-
nusu1239,-,m,-,-,-,r,-,-,-,-,-,-,3,-,-,-,r,-,-,-,-
nusu1239,-,k,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
youl1235,-,p,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
rawa1265,-,w,-,-,-,h,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,r,-,-,-,-,-,-,e,-,-,-,l,-,-,-,-
lisu1250,-,d,-,-,e,b,-,-,-,-,-,-,E,-,-,-,r,-,-,-,-
pumi1242,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
namu1246,-,l,-,u,o,n,-,-,-,-,Z,-,E,-,-,-,-,-,-,-,-
lich1241,-,-,-,-,-,k,-,-,-,-,h,-,3,-,-,-,-,-,-,-,-
naxi1245,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,h,-,a,n,-,n,-,E,-,-,-,-,-,-,-,-
dumi1241,-,-,-,-,-,h,-,3,t,-,n,-,3,-,-,-,-,-,-,-,-
kulu1253,-,k,-,-,-,h,-,i,-,-,m,-,a,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,h,-,a,m,-,m,-,a,-,-,-,7,-,-,-,-
yamp1242,-,-,-,-,-,h,-,i,7,-,m,-,a,-,-,-,-,-,-,-,-
sunw1242,-,k,-,-,-,h,-,i,t,-,s,-,a,-,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,f,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-
dhim1246,-,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,d,-,-,-,-,-,-,o,-,-,-,l,-,-,h,-
kony1248,-,-,-,-,-,t,s,-,-,-,-,-,o,-,-,-,n,-,-,-,-
kony1248,-,-,-,-,-,p,-,-,-,-,-,-,o,-,-,-,N,-,-,-,-
amdo1237,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-
amdo1237,-,m,-,-,-,b,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-
tibe1272,-,-,-,-,-,p,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-
tibe1272,-,a,-,-,-,b,-,-,-,-,-,-,a,-,-,-,r,-,-,-,-
kham1282,-,m,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dakp1242,-,-,-,-,-,d,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-
guru1261,-,k,-,-,-,h,r,o,-,-,b,-,a,-,-,-,-,-,-,-,-
tagi1241,-,-,-,-,-,p,-,a,t,-,-,-,o,-,-,-,-,-,-,-,-
tagi1241,-,-,-,-,-,g,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
pada1257,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,k,-,-,-,-
apat1240,-,-,-,-,-,p,-,a,r,-,-,-,-,-,-,-,-,-,-,-,-
tara1313,-,-,-,-,-,x,r,a,-,-,-,-,3,-,-,-,-,-,-,-,-
quey1238,-,m,b,E,-,r,-,-,-,-,z,-,o,-,-,-,-,-,-,-,-
horp1239,-,-,-,-,-,r,-,-,-,-,y,-,E,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,t,-,a,t,s,h,-,u,-,-,-,-,-,-,-,-
yimc1240,-,a,-,-,-,t,-,-,-,-,-,-,a,-,-,-,k,-,-,-,-
chon1286,-,a,-,-,-,r,-,-,-,-,-,-,o,-,-,-,N,-,-,-,-
mong1332,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,N,-,-,-,-
loth1237,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,N,-,-,-,-
poch1243,-,-,-,-,-,t,-,-,-,s,-,-,o,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,h,-,a,-,-,-,l,-,-,-,-
gang1266,-,-,-,-,-,-,-,-,-,-,h,-,a,-,-,-,l,-,-,-,-
tang1336,-,-,-,-,-,t,-,-,-,s,h,u,i,-,-,-,-,-,-,-,-
mani1292,-,-,-,-,-,t,-,-,-,s,h,-,a,-,-,-,k,-,-,-,-
