language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kach1280,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,-
noct1238,-,-,-,-,-,k,-,-,-,-,-,a,-,-,r,-,-
wanc1238,-,-,-,-,-,p,-,-,-,-,-,a,-,u,h,e,-
phom1236,-,-,-,-,-,p,-,-,-,-,-,e,-,-,-,i,-
bodo1269,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,y,-
dima1251,-,-,p,-,-,h,-,-,-,-,-,a,-,-,-,i,-
garo1247,-,-,-,-,-,r,e,-,b,-,-,a,-,-,-,-,-
rabh1238,-,-,-,-,-,r,i,-,b,a,-,a,-,-,-,-,-
sher1257,-,-,-,-,-,-,-,-,-,-,-,a,-,-,g,o,-
bugu1246,-,-,-,-,-,w,u,-,-,-,-,a,-,-,-,-,-
naxi1245,-,-,-,-,-,z,-,-,y,-,-,u,-,-,-,-,-
namu1246,-,-,-,-,-,d,-,-,-,-,-,E,-,-,-,-,-
shix1238,-,-,-,-,-,l,-,-,-,-,-,i,-,-,u,-,-
ersu1241,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
lisu1250,-,-,-,-,-,l,-,-,-,-,-,E,-,-,-,-,-
sout2728,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-
nort2722,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-
guiq1238,-,-,-,-,-,x,E,-,w,-,-,E,-,-,-,-,-
maru1249,-,-,-,-,-,l,-,-,-,-,-,i,-,-,-,-,-
pela1242,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
zhab1238,-,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-
lash1243,-,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-
nucl1310,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
acha1249,-,-,-,-,-,Z,-,-,-,-,-,3,-,-,-,-,-
nusu1239,-,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,-
nusu1239,-,-,-,-,-,l,-,-,-,-,-,e,-,-,-,-,-
youl1235,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-
rawa1265,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-
drun1238,-,-,-,-,-,l,-,-,-,-,-,o,-,-,7,-,-
khal1275,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-
dumi1241,-,-,-,-,-,p,-,-,-,-,-,i,-,-,n,3,-
kulu1253,-,-,-,-,-,b,-,-,-,-,-,a,-,-,n,-,-
limb1266,-,-,p,-,-,h,E,m,m,-,-,a,-,-,7,-,-
yamp1242,-,-,-,-,-,l,-,-,-,-,-,e,-,n,d,-,-
sunw1242,-,-,-,-,-,p,-,-,-,-,-,i,-,-,-,-,-
lepc1244,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,-
dhim1246,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-,-
amdo1237,-,-,x,-,-,h,-,-,-,-,-,o,-,-,k,-,-
amdo1237,-,-,-,-,-,y,-,-,-,-,-,o,-,-,N,-,-
amdo1237,-,-,-,-,-,y,-,-,-,-,-,o,-,-,N,-,-
tibe1272,-,-,-,-,-,S,-,-,-,-,-,o,-,-,-,-,-
tibe1272,-,-,-,-,-,S,-,-,-,-,-,o,-,-,g,-,-
tibe1272,-,-,-,-,-,y,-,-,-,-,-,o,-,-,N,-,-
tibe1272,-,-,-,-,-,y,-,-,-,-,-,o,-,-,N,-,-
kham1282,-,-,x,-,-,h,-,-,-,-,-,o,-,-,7,-,-
kham1282,-,-,-,-,-,7,-,-,-,-,-,o,-,-,-,-,-
jire1238,-,-,-,-,-,w,-,-,-,-,-,o,-,-,N,-,-
sher1255,-,-,-,-,-,g,-,-,-,-,-,i,-,-,-,-,-
kaik1246,-,-,-,-,-,s,-,-,-,-,-,o,-,-,w,-,-
dakp1242,-,-,-,-,-,7,-,-,-,-,-,u,-,-,-,-,-
guru1261,-,-,k,-,-,h,-,-,-,-,-,a,-,-,-,-,-
thak1245,-,-,t,-,-,S,-,-,-,-,-,o,-,-,N,-,-
thak1245,-,-,k,-,-,h,-,-,-,-,-,a,-,-,-,-,-
chep1245,-,-,-,-,-,w,-,-,-,-,-,a,-,-,N,-,-
kony1248,-,-,-,-,-,b,-,-,-,-,-,o,-,-,n,-,-
nyis1236,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,o,-
nisi1238,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-
bori1243,-,-,-,-,-,p,-,-,-,-,-,3,-,-,N,-,-
apat1240,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,a,-
apat1240,-,-,-,-,-,-,-,-,-,-,-,a,-,-,Z,i,-
tara1313,-,-,-,-,-,x,-,-,-,-,-,a,-,-,n,a,N
idum1241,-,-,-,-,-,y,-,-,-,-,-,e,-,i,p,o,-
quey1238,-,-,-,-,-,k,3,-,t,-,-,i,-,-,-,-,-
horp1239,-,-,-,-,-,l,-,-,Z,-,-,E,-,-,-,-,-
sang1321,-,-,t,-,s,h,-,-,-,-,-,o,-,-,N,-,-
yimc1240,-,-,-,-,-,-,-,-,-,-,-,a,-,-,r,3,-
loth1237,-,-,-,-,-,-,-,-,-,-,-,i,-,-,i,-,-
poch1243,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-,-
lush1249,-,-,-,-,-,l,-,-,-,-,-,o,k,a,l,-,-
hmar1241,-,-,-,-,-,b,-,-,-,-,-,u,-,-,N,-,-
haka1240,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
gang1266,-,-,-,-,-,h,-,-,-,-,-,u,-,-,N,-,-
tang1336,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,-
mani1292,-,-,-,-,-,l,-,-,-,-,-,a,-,-,k,-,-
maon1238,-,-,-,-,-,v,-,-,-,-,-,u,-,-,-,-,-
khez1235,-,-,k,e,k,r,-,-,-,-,-,3,-,-,-,-,-
chok1243,-,-,-,-,-,r,-,-,-,-,-,i,-,-,-,-,-
zeme1240,-,-,-,-,-,w,-,-,-,-,-,a,-,-,N,-,-
lian1251,-,-,-,-,-,w,-,-,-,-,-,a,-,-,N,-,-
mara1379,-,-,-,-,-,p,-,-,-,-,-,a,-,-,-,-,-
yinb1236,-,-,-,-,-,l,-,-,-,-,-,a,-,-,i,-,-
geko1235,-,-,-,-,-,l,e,-,b,e,y,o,-,-,-,-,-
paok1235,-,-,-,-,-,l,-,-,-,-,-,o,-,-,n,-,-
manu1255,-,-,-,-,-,h,-,-,-,-,-,e,-,-,-,-,-
