language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
kach1280,-,-,l,-,-,-,u,-,-,-,7,-
noct1238,-,-,Z,-,-,-,o,-,-,-,k,-
wanc1238,-,-,l,-,-,-,i,-,-,-,N,-
phom1236,-,-,-,-,-,-,i,-,i,-,N,-
bodo1269,-,-,l,-,-,-,3,-,-,-,N,-
dima1251,-,-,l,-,-,-,u,-,-,-,N,-
garo1247,-,-,r,-,-,-,i,-,-,-,N,a
sher1257,-,-,l,-,-,-,i,-,-,-,N,-
bugu1246,-,-,n,-,-,-,a,-,-,-,N,-
naxi1245,-,-,t,-,h,-,3,-,-,-,-,-
namu1246,-,-,n,-,Z,-,3,-,-,-,-,-
shix1238,-,-,t,-,y,-,i,-,-,-,-,-
ersu1241,-,-,t,s,h,-,E,-,-,-,-,-
lisu1250,-,-,-,-,x,-,u,-,o,S,3,-
sout2728,-,-,t,-,h,-,i,-,-,-,e,-
nort2722,-,-,t,-,h,-,i,-,-,-,-,-
guiq1238,-,-,t,-,y,-,a,-,-,-,-,-
maru1249,-,-,-,-,S,a,u,-,-,-,k,-
pela1242,-,-,-,-,S,a,u,-,-,-,7,-
zhab1238,-,-,-,-,S,-,u,-,-,-,7,-
lash1243,-,-,-,-,S,-,u,-,-,-,k,-
nucl1310,-,-,-,-,s,a,u,-,-,-,k,-
acha1249,-,-,-,-,S,-,o,-,-,-,7,-
nusu1239,-,-,-,-,S,i,u,-,-,-,-,-
nusu1239,-,-,-,-,f,-,u,-,-,-,-,-
youl1235,-,-,-,-,t,-,3,-,-,-,-,-
rawa1265,-,-,-,-,-,-,a,-,-,-,-,-
drun1238,-,-,-,-,N,-,a,-,-,-,7,-
khal1275,-,-,t,-,-,-,u,-,-,-,-,-
dumi1241,-,-,t,-,-,-,3,-,-,-,n,3
kulu1253,-,-,d,-,-,-,u,-,-,-,-,-
limb1266,-,-,t,-,h,-,u,m,a,-,7,-
yamp1242,-,-,-,-,-,-,u,-,-,-,k,s
sunw1242,-,-,t,-,-,-,u,-,-,-,-,-
lepc1244,-,-,t,-,h,-,a,-,-,-,N,-
dhim1246,-,-,-,-,-,-,a,-,-,-,m,-
amdo1237,-,-,t,-,h,-,o,-,-,-,N,-
amdo1237,-,-,t,-,h,-,o,-,-,-,N,-
tibe1272,-,-,t,-,h,-,u,-,-,-,N,-
tibe1272,-,a,t,-,h,-,u,-,-,-,N,-
kham1282,-,-,t,-,h,-,u,-,-,-,-,-
jire1238,-,-,t,-,h,-,u,-,-,-,N,-
sher1255,-,-,t,-,h,-,u,-,-,-,N,-
kaik1246,-,-,t,-,h,-,u,-,-,-,N,-
dakp1242,-,-,Z,-,y,-,a,-,-,-,m,-
guru1261,-,-,t,-,h,-,u,-,-,-,-,-
thak1245,-,-,t,-,h,-,u,-,-,-,N,-
chep1245,-,-,t,-,-,-,u,-,-,-,N,-
kony1248,-,-,t,-,-,-,u,-,-,-,N,-
nyis1236,-,-,t,-,-,-,3,-,-,-,-,-
nisi1238,-,-,t,-,-,-,i,-,-,-,N,-
tagi1241,-,-,t,-,-,-,e,-,-,-,N,-
bori1243,-,-,t,-,-,-,3,-,-,-,N,-
apat1240,-,-,t,-,-,-,a,-,-,-,-,-
tara1313,-,-,t,-,-,-,i,-,-,-,m,-
idum1241,-,-,t,-,-,-,i,-,o,-,N,-
quey1238,x,3,t,-,h,-,o,-,-,-,-,-
horp1239,x,3,t,-,h,-,o,-,-,-,-,-
sang1321,-,-,i,-,-,-,o,-,-,-,N,-
yimc1240,-,-,i,-,-,-,o,-,u,-,N,-
loth1237,-,-,i,-,-,-,u,-,-,-,-,-
poch1243,d,-,Z,-,-,-,u,-,-,-,-,-
lush1249,-,-,-,-,-,-,i,-,-,-,n,-
hmar1241,-,-,d,-,-,-,a,-,w,-,n,-
haka1240,-,-,d,-,-,-,i,-,-,-,n,-
gang1266,-,-,d,-,-,-,o,-,-,-,n,-
tang1336,-,-,m,-,-,-,a,-,-,-,N,-
mani1292,-,-,t,-,-,-,a,-,-,-,k,-
maon1238,-,-,S,-,-,-,o,-,-,-,-,-
chok1243,-,-,k,-,r,-,a,-,-,-,-,-
reng1255,-,-,s,-,-,-,3,-,-,-,-,-
zeme1240,-,-,s,-,-,-,a,-,-,-,k,-
lian1251,-,-,S,-,-,-,a,-,-,-,k,-
mara1379,-,-,s,-,-,-,a,-,-,-,k,-
yinb1236,-,-,7,-,-,-,o,-,-,-,-,-
geko1235,-,-,7,-,-,-,o,-,-,-,-,-
paok1235,-,-,7,-,-,-,u,-,a,-,7,-
manu1255,-,-,7,-,-,-,3,-,-,-,-,-
yint1235,-,-,7,-,-,-,o,-,-,-,-,-
west2409,-,-,-,-,-,-,o,-,-,-,-,-
geba1237,-,-,7,-,-,-,o,-,-,-,-,-
sgaw1245,-,-,7,-,-,-,o,-,-,-,-,-
akha1245,-,-,t,-,h,-,u,-,-,-,-,-
nort2732,-,-,-,-,x,-,u,-,-,-,-,-
mand1415,-,-,-,-,x,-,e,-,-,-,-,-
hakk1236,-,-,-,-,-,-,i,-,-,-,m,-
mind1253,-,-,t,s,h,i,o,-,-,-,k,-
