language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
sout2728,-,-,m,-,-,-,-,-,a,-,-,-,Z,-,-,i,-,-,-
sout2728,-,-,m,-,-,-,-,-,a,-,-,-,Z,-,-,i,-,-,-
nort2722,-,-,m,-,-,-,-,-,3,-,-,-,X,-,-,e,r,-,-
nort2722,-,-,m,-,-,-,-,-,3,-,-,-,X,-,-,e,r,-,-
guiq1238,-,-,t,-,-,-,-,-,s,-,-,-,h,-,-,o,-,-,-
maru1249,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-
pela1242,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,k,-,-,-
zhab1238,-,-,m,-,-,-,-,-,a,-,-,-,-,u,-,-,-,-,-
lash1243,-,-,m,-,-,-,-,-,a,-,-,-,-,u,-,x,o,-,-
nucl1310,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,i,-,-,-
acha1249,-,-,m,-,-,-,-,-,a,-,-,-,-,u,-,Z,o,-,-
nusu1239,-,-,m,-,-,-,-,-,3,-,-,a,r,u,-,a,-,-,-
nusu1239,-,-,m,-,-,-,-,-,3,-,-,-,x,-,-,e,-,-,-
youl1235,-,-,m,-,-,-,-,-,t,-,-,-,h,-,-,a,-,-,-
rawa1265,-,-,s,-,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-
drun1238,-,-,Z,-,-,-,-,-,a,-,-,-,-,-,-,7,-,-,-
ersu1241,-,-,g,-,-,-,-,-,-,-,-,-,-,u,-,a,-,-,-
lisu1250,-,-,x,-,-,-,-,-,-,-,-,-,-,u,-,E,-,-,-
pumi1242,-,-,g,-,-,-,-,-,-,-,-,-,-,u,-,i,-,-,-
pumi1242,-,-,g,-,-,-,-,-,-,-,-,-,-,u,-,i,-,-,-
shix1238,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
namu1246,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
lich1241,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
khal1275,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
dumi1241,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-
kulu1253,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-
limb1266,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,i,7,l,-
yamp1242,-,-,w,-,-,-,-,-,a,-,-,-,r,-,-,i,-,-,-
sunw1242,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,e,w,-,-
lepc1244,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-
dhim1246,-,-,w,-,-,-,-,-,a,-,-,-,-,-,-,i,-,-,-
chep1245,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,7,-,-
maga1261,-,-,n,-,-,-,-,-,a,-,-,-,-,m,-,a,s,-,-
kony1248,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-
amdo1237,-,-,t,-,-,-,y,-,a,-,-,-,r,w,-,E,-,-,-
amdo1237,-,-,t,-,-,-,y,-,a,-,-,-,r,w,-,a,-,-,-
tibe1272,-,-,t,-,-,-,y,-,a,-,-,-,-,p,-,a,-,-,-
tibe1272,-,-,t,-,-,-,y,-,a,-,-,-,r,p,-,a,-,-,-
kham1282,-,-,t,-,-,-,y,-,a,-,-,-,-,b,-,a,-,-,-
jire1238,-,-,t,-,-,-,S,h,a,-,-,-,r,b,-,a,-,-,-
sher1255,-,-,t,-,-,-,s,-,e,-,-,-,r,w,-,E,-,-,-
kaik1246,-,-,-,-,-,-,Z,-,o,-,-,-,r,-,-,i,-,-,-
dakp1242,-,-,N,-,-,-,-,-,a,-,m,-,s,-,-,u,-,-,-
nucl1729,-,-,n,-,-,-,-,-,a,-,m,-,-,-,-,-,-,-,-
thak1245,-,-,n,-,-,-,-,-,a,-,m,i,u,w,-,a,-,-,-
guru1261,-,-,n,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
bang1338,-,-,n,-,-,-,y,-,i,-,-,-,d,-,-,o,-,-,-
tagi1241,-,-,n,-,-,-,-,-,i,-,-,-,d,-,-,o,-,-,-
nyis1236,-,-,n,-,-,-,y,-,i,-,-,-,d,-,-,o,-,-,-
nisi1238,-,-,n,-,-,-,y,-,o,-,-,-,d,-,-,o,-,-,-
pada1257,-,-,p,-,-,-,-,-,3,-,-,-,d,-,-,o,N,-,-
bori1243,-,-,m,-,-,-,-,-,e,-,-,-,d,-,-,o,N,-,-
apat1240,-,-,m,-,-,-,-,-,3,-,-,-,d,-,-,o,-,-,-
tara1313,-,-,k,-,-,-,-,-,a,-,-,-,r,-,-,a,-,-,-
idum1241,-,-,-,-,-,-,-,-,a,-,-,-,r,-,-,a,-,-,-
quey1238,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,i,-,-,-
horp1239,-,-,m,-,-,-,-,-,3,-,q,-,h,-,-,i,-,-,-
sang1321,-,-,t,-,-,-,s,-,i,-,N,-,-,-,-,-,-,-,-
yimc1240,-,-,t,-,-,-,s,-,3,-,N,-,-,-,-,-,-,-,-
chon1286,-,-,t,-,-,-,s,-,u,-,N,-,l,-,-,u,-,-,-
mong1332,-,-,t,-,-,-,s,-,i,-,N,-,-,-,-,i,-,-,-
loth1237,-,-,-,-,-,-,-,-,e,-,r,-,-,-,-,u,-,-,-
poch1243,-,a,t,-,-,-,s,-,o,-,-,-,-,-,-,-,-,-,-
lush1249,-,-,r,u,-,-,-,-,a,-,h,-,-,-,-,-,-,-,-
hmar1241,-,-,r,u,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
haka1240,-,-,r,u,-,-,-,-,a,-,h,-,p,-,-,i,-,-,-
gang1266,-,-,g,u,-,-,-,-,o,-,h,-,-,-,-,-,-,-,-
