language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
kach1280,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
noct1238,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
phom1236,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,a,-,-,t,-,-,o,k,-,-
bodo1269,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-
dima1251,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,a,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
sher1257,-,-,-,-,a,t,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
bugu1246,-,n,y,-,a,-,-,-,-,-,y,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-
naxi1245,-,m,v,-,-,d,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-
namu1246,-,-,Z,y,a,t,-,-,-,-,s,-,-,-,h,-,-,3,-,-,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,t,-,-,-,-,s,-,-,-,y,-,-,E,-,-,-,-,-,-,-,-,-
ersu1241,-,-,-,-,-,t,-,-,-,-,S,-,-,-,h,u,l,i,-,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,d,-,o,p,a,s,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-
maru1249,-,m,-,-,-,-,-,-,-,-,y,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-
pela1242,-,m,-,-,-,-,-,-,-,-,y,i,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,u,-,m,y,-,i,-,-,-
lash1243,-,m,-,-,-,-,-,-,-,-,3,i,-,-,k,-,-,a,u,-,N,-,-,-,-,-,-
nucl1310,-,m,-,-,-,-,-,-,-,-,r,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
acha1249,-,m,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,-,-,-,l,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,-,-,-,z,y,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
youl1235,-,m,-,-,-,-,-,-,-,-,-,i,t,s,h,-,-,a,-,-,-,-,-,-,-,-,-
rawa1265,3,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
drun1238,a,m,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
khal1275,-,p,-,-,o,k,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dumi1241,-,p,-,-,3,k,-,-,-,-,h,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
kulu1253,-,b,-,-,o,-,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,a,-,-,m,-,-,-,-,-,-
yamp1242,-,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,u,-,-,m,-,-,-,-,-,-
sunw1242,-,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,a,-,-,p,-,-,i,-,-,-
lepc1244,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,a,-,-,t,-,-,-,-,-,-
dhim1246,-,-,-,-,-,b,-,-,-,-,h,-,-,-,-,-,-,o,-,-,n,o,-,i,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,-,E,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,s,-,-,-,h,-,-,a,-,-,-,-,-,-,-,-,-
jire1238,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,h,-,-,i,-,-,-
sher1255,-,-,-,-,-,t,-,-,-,-,h,-,-,-,-,-,-,a,-,-,l,-,-,E,-,-,-
dakp1242,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
guru1261,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,a,-,-,7,-,-,-,-,-,-
kony1248,-,-,-,-,-,b,-,o,-,-,s,-,-,-,p,-,-,a,-,-,-,-,-,-,-,-,-
nyis1236,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,o,-,-,d,-,-,-,-,-,-
nisi1238,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,e,-,-,d,-,-,a,-,-,-
bori1243,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-,t,-,-,e,-,-,-
apat1240,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,3,-,-,d,-,-,i,-,-,-
tara1313,-,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,3,-,-,l,a,-,i,-,-,-
idum1241,-,-,-,-,-,k,-,-,-,-,h,-,-,-,-,-,-,3,-,-,l,a,-,i,-,-,-
quey1238,-,m,-,-,-,-,-,3,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
quey1238,-,m,-,-,-,-,-,3,-,-,l,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
horp1239,-,x,-,-,-,t,h,o,-,-,m,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,i,m,i,-,-,-
yimc1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,l,-,-,o,-,-,-
loth1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,t,s,h,o,-,a,-,-,-
poch1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,d,-,Z,-,-,u,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,e,-,i,-,-,-
hmar1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,e,-,i,l,u,N
haka1240,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,a,w,-,l,e,-,i,-,-,-
gang1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,e,-,i,-,-,-
tang1336,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,-,l,e,-,i,-,-,-
