language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
sout2728,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
nort2722,-,-,-,-,n,-,-,-,y,i,k,-,-,-,-,-,-,a,-,-,-,-,-
guiq1238,-,-,-,-,t,-,-,-,s,y,-,-,-,-,-,-,-,o,-,-,-,-,-
maru1249,-,p,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pela1242,-,p,E,-,t,-,-,-,S,-,-,-,-,-,-,-,-,u,-,N,-,-,-
pela1242,-,p,E,-,t,-,-,-,S,-,-,-,-,-,-,-,-,u,-,N,-,-,-
zhab1238,-,x,a,i,p,-,i,-,s,-,-,-,-,-,-,-,-,i,-,-,-,-,-
lash1243,-,x,a,-,t,-,-,-,S,-,-,-,-,-,-,-,-,u,-,N,-,-,-
nucl1310,-,b,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nusu1239,-,-,-,-,t,-,-,-,y,-,-,-,-,-,-,-,-,u,-,m,-,a,-
nusu1239,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,e,-,z,y,a,-
youl1235,k,h,o,-,t,-,-,-,S,-,-,-,-,-,-,-,-,3,-,-,-,-,-
rawa1265,-,-,-,-,r,-,a,-,w,-,-,-,-,-,-,-,-,a,-,-,-,-,-
drun1238,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-
ersu1241,-,-,a,-,n,-,-,-,t,-,-,-,-,-,-,-,-,E,-,-,-,-,-
lisu1250,-,h,E,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
pumi1242,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-
pumi1242,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
shix1238,-,-,-,-,t,-,-,-,y,i,p,E,-,-,-,-,-,i,-,-,-,-,-
namu1246,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
lich1241,-,-,3,-,t,-,-,-,s,-,-,-,-,-,-,-,-,3,-,-,-,-,-
naxi1245,-,-,a,-,t,-,-,-,s,-,-,-,-,-,-,-,-,o,-,-,-,-,-
khal1275,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-
dumi1241,-,-,-,-,m,-,-,-,w,-,-,-,-,-,-,-,-,o,-,-,-,-,-
kulu1253,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
limb1266,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,E,-,n,-,-,-
yamp1242,-,-,i,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-
sunw1242,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,r,-,-,-
lepc1244,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-
dhim1246,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,i,-,-,-
chep1245,-,-,-,-,d,-,o,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maga1261,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-
kony1248,-,-,-,-,t,-,-,-,h,-,-,-,-,-,-,-,-,e,-,-,-,-,-
amdo1237,-,-,-,-,t,-,-,-,y,-,-,3,-,-,-,z,-,u,-,k,-,-,-
amdo1237,-,-,-,-,t,-,-,-,y,-,-,3,-,-,-,z,-,3,-,X,-,-,-
tibe1272,-,-,-,-,t,-,-,-,s,-,-,-,-,-,-,y,-,i,-,-,-,-,-
tibe1272,-,-,-,-,k,-,-,-,h,-,-,a,-,-,-,r,-,e,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,g,-,-,a,-,-,-,N,-,-,-,-,-,-,-
kham1282,-,-,-,-,t,-,-,-,y,-,-,-,-,-,-,-,-,i,-,-,-,-,-
jire1238,-,-,-,-,t,-,-,-,S,-,-,-,-,-,-,-,-,i,-,-,-,-,-
sher1255,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,N,-,-,-
kaik1246,-,-,-,-,t,-,-,-,-,-,-,o,-,-,-,-,-,i,-,-,-,-,-
dakp1242,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,a,-,N,-,-,-
nucl1729,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-
thak1245,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-
guru1261,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
tagi1241,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,g,-,u,-
tagi1241,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,u,-,g,-,u,-
nyis1236,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-
nisi1238,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,g,-,-,-
nisi1238,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,o,-,g,-,-,-
pada1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,k,-,o,-
pada1257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,n,k,-,o,-
bori1243,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,e,-,k,-,o,-
bori1243,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,e,-,k,-,o,-
apat1240,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-
tara1313,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,i,-,m,-,-,-
idum1241,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,d,-,i,-,-,-,-,-
quey1238,-,-,n,-,d,-,-,-,i,-,-,-,-,-,-,-,-,e,-,-,-,-,-
horp1239,-,-,a,-,t,-,-,-,y,-,-,-,-,-,-,-,-,3,-,-,-,-,-
sang1321,-,-,-,-,t,-,-,-,-,-,-,u,-,-,-,-,-,o,-,-,-,-,-
yimc1240,-,-,-,-,t,-,-,-,-,-,-,3,-,-,-,m,-,3,-,-,-,-,-
chon1286,-,-,k,e,t,-,s,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-
mong1332,-,-,-,-,t,-,s,-,h,-,-,i,-,-,-,b,-,a,-,-,-,-,-
loth1237,-,-,n,-,t,-,-,-,-,-,-,i,-,-,-,-,-,o,-,-,-,-,-
poch1243,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,w,-,a,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,N,-,-,-,-,-,-,-
lush1249,-,-,-,-,z,-,-,-,-,-,-,e,-,-,-,N,-,e,-,-,-,-,-
haka1240,-,-,-,-,z,-,-,-,-,-,-,e,i,d,a,h,-,-,-,-,-,-,-
gang1266,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,N,-,e,-,m,-,-,-
gang1266,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,N,-,e,-,m,-,-,-
tang1336,-,-,k,-,h,i,k,-,h,-,-,a,-,-,-,l,-,a,-,-,-,-,-
mani1292,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,r,-,i,-,-,-,-,-
maon1238,-,-,a,-,d,-,-,-,-,-,-,e,-,-,-,-,-,i,-,-,-,-,-
khez1235,-,-,-,-,d,-,-,-,-,-,-,i,-,-,-,b,-,i,-,-,-,-,-
chok1243,-,-,-,-,d,-,-,-,-,-,-,i,-,-,-,p,-,3,-,-,-,-,-
reng1255,-,-,-,-,n,-,-,-,-,-,-,y,-,-,-,-,-,3,-,-,-,-,-
zeme1240,-,-,n,-,d,-,a,-,-,-,-,i,-,-,-,k,-,e,-,u,-,-,-
lian1251,-,-,n,-,d,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-
kach1280,-,-,-,-,p,-,-,-,h,-,-,-,-,-,-,-,-,a,-,-,-,-,-
noct1238,-,-,-,-,t,-,s,-,h,-,-,e,-,n,-,n,-,a,-,-,-,-,-
wanc1238,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,m,-,-,-,-,-,-,-
phom1236,-,-,-,-,m,-,e,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,a,-,7,-,-,-
