language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
kach1280,k,-,3,-,l,-,-,-,-,-,-,-,e,-,-,-,N,-,-,-,-
phom1236,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,m,-,S,i,-
phom1236,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,m,-,-,-,-
bodo1269,-,-,-,-,l,-,-,-,-,-,-,-,3,-,-,-,7,-,-,y,-
dima1251,-,-,-,-,t,-,-,-,h,-,-,-,u,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,a,-,-,-,-
rabh1238,-,-,-,-,g,-,-,-,-,-,-,-,u,r,-,-,a,-,-,-,-
bugu1246,p,-,-,-,h,-,-,-,i,i,-,-,u,-,-,-,N,-,-,-,-
namu1246,-,-,-,-,y,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
shix1238,-,m,i,E,Z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
lisu1250,k,h,u,-,y,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
nort2722,-,-,a,-,n,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
guiq1238,t,s,-,-,y,-,a,-,k,-,-,-,u,-,-,-,-,-,-,-,-
pela1242,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-
zhab1238,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,7,-,-,-,-
lash1243,-,-,-,-,l,-,-,-,-,-,-,-,3,-,-,-,N,-,-,-,-
nucl1310,-,-,-,-,l,-,-,-,-,-,-,-,a,-,y,-,n,-,-,e,-
acha1249,-,-,-,-,N,-,-,-,h,-,-,-,a,-,-,-,-,-,-,-,-
youl1235,k,-,-,-,r,-,-,-,-,-,-,-,o,-,-,-,t,-,S,3,-
rawa1265,-,-,-,-,z,-,-,-,-,-,-,-,i,-,-,-,n,-,-,-,-
drun1238,-,-,-,-,Z,-,-,-,y,-,-,-,E,-,-,-,n,-,-,-,-
khal1275,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,n,-,s,i,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-
limb1266,-,-,-,-,n,-,-,-,-,-,-,-,E,m,-,a,7,-,-,-,-
yamp1242,-,-,-,-,n,-,-,-,-,-,-,-,e,-,-,-,s,-,-,-,-
sunw1242,-,-,-,-,g,-,-,-,-,-,-,-,o,-,-,-,l,-,-,-,-
lepc1244,-,-,-,-,n,-,-,-,-,-,-,-,i,-,-,a,l,-,-,-,-
