language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
kach1280,-,-,n,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,p,-,-,-,-
noct1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-
wanc1238,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,n,-,-,-,-
phom1236,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,k,-,-,-,u,-,-,-,g,-,a,7,k,u,-,-,-,7,-,-,-,-
dima1251,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,-,-,-,-
garo1247,-,-,-,-,-,-,k,-,-,-,u,-,-,-,s,-,-,-,-,i,-,-,-,k,-,-,-,-
rabh1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,u,t,s,e,m,-,-,-,-
sher1257,-,-,n,-,i,-,t,-,-,-,s,-,-,-,h,-,-,-,-,a,-,-,-,w,-,-,-,-
bugu1246,-,-,S,i,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-
naxi1245,-,-,-,-,-,-,n,y,-,-,i,-,-,-,t,-,-,-,-,o,-,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,m,-,-,-,i,m,p,h,s,-,-,-,-,3,-,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,n,y,-,-,i,-,-,-,S,-,-,-,-,a,-,-,-,-,-,-,-,-
ersu1241,-,-,-,-,-,-,s,-,-,-,3,n,p,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,k,-,-,-,u,-,p,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,X,-,-,-,-,-,-,-,q,-,-,-,-,a,-,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,Z,-,-,-,3,-,-,-,k,-,u,-,-,3,-,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,Z,-,-,-,3,-,-,-,k,-,u,-,-,3,-,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,-,w,-,-,-,u,-,p,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-
pela1242,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-
zhab1238,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-
lash1243,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,a,t,-,-,-,-
nucl1310,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,s,-,a,p
acha1249,-,-,-,-,-,-,y,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-
nusu1239,-,-,-,-,-,-,n,h,-,-,a,-,k,-,h,-,-,-,-,o,-,-,-,N,-,-,-,-
nusu1239,-,-,-,-,-,-,n,-,-,-,-,-,-,-,y,-,-,-,-,i,-,-,-,-,-,-,-,-
youl1235,-,-,-,-,-,-,m,h,-,-,o,-,m,-,h,-,-,-,-,o,-,-,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-
drun1238,-,-,-,-,-,-,n,-,-,-,3,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
khal1275,-,-,-,-,-,-,k,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,m,-,-,-,-
dumi1241,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,m,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
limb1266,-,-,m,-,3,-,7,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,-
yamp1242,i,a,b,-,u,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sunw1242,-,-,-,-,-,-,S,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,b,-,-,o,N
dhim1246,-,-,-,-,-,-,n,-,-,-,-,-,-,-,u,-,-,-,-,i,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,E,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
jire1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
sher1255,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-,-,-,-
kaik1246,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,a,p,r,a,-,-,-,-,-,-,-,-
dakp1242,-,-,-,-,-,-,n,-,-,-,o,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,-,N
guru1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,-,-,-,N
chep1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,m,-,o,-,-,-,t,-,-,o,N
kony1248,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,k,-,-,o,N
nyis1236,-,-,-,-,-,-,-,-,-,-,a,-,-,-,g,-,-,-,-,o,-,-,-,m,-,-,-,-
nyis1236,-,-,-,-,-,-,n,-,-,-,e,-,p,-,t,-,-,-,-,i,-,-,-,-,-,-,-,-
nisi1238,-,-,-,-,-,-,n,-,-,-,3,-,-,-,h,-,-,-,-,i,-,-,-,-,-,-,-,-
tagi1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,m,-,-,-,-
bori1243,-,-,-,-,-,-,n,-,-,-,a,-,p,-,p,-,-,-,-,a,-,-,-,N,-,-,-,-
apat1240,-,-,-,-,-,-,-,-,-,-,a,-,-,-,g,-,-,-,-,u,-,-,-,N,-,-,-,-
tara1313,-,-,-,-,-,-,t,h,3,r,3,-,m,-,b,-,-,-,-,3,-,-,-,m,-,-,-,-
idum1241,-,-,-,-,e,-,k,-,-,-,o,-,-,-,b,-,-,-,-,e,-,-,-,-,-,-,-,-
quey1238,-,-,-,-,-,-,t,s,-,-,-,-,-,-,y,n,3,m,b,3,-,-,-,-,-,-,-,-
horp1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
yimc1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,n,-,-,-,-
loth1237,-,-,-,-,o,-,p,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,N,-,-,-,-
poch1243,-,-,-,-,a,-,p,-,-,-,-,-,-,-,i,-,-,-,-,o,-,-,-,-,-,-,-,-
lush1249,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-
lush1249,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
hmar1241,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,-,-,-,-
haka1240,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gang1266,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,-,-
tang1336,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,m,-,-,o,r
mani1292,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
maon1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,m,-,-,e,-
khez1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,t,-,-,i,-
reng1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,3,N
zeme1240,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,m,-,-,u,i
lian1251,-,-,-,-,t,s,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,u,n
mara1379,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,m,-,-,u,i
yinb1236,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,u,k,-,o,-
geko1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,7,k,3,3,-
paok1235,-,-,-,-,-,-,p,-,-,-,-,-,-,-,h,-,-,-,r,o,-,-,-,N,-,-,i,-
manu1255,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,u,p,-,-,h,-,-,i,E
manu1255,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,u,p,-,-,h,-,-,i,E
yint1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,k,-,-,h,-,-,u,-
west2409,-,-,-,-,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,7,-,-,u,-
geba1237,-,-,-,-,-,-,k,-,-,-,3,-,-,-,k,-,-,-,-,o,-,-,-,7,p,-,u,-
sgaw1245,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,7,p,-,u,-
akha1245,-,-,-,-,-,-,n,-,-,-,u,-,-,-,Z,-,-,-,-,3,-,-,-,-,-,-,-,-
nort2732,-,-,-,-,-,-,t,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,t,y,-,i,-
