language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26
kach1280,-,-,-,-,-,-,-,-,-,-,-,k,-,h,y,-,-,-,-,e,-,-,-,-,-,-
noct1238,-,-,-,-,-,-,-,-,-,a,-,t,-,s,h,-,-,-,-,a,-,-,-,k,-,-
wanc1238,-,-,-,-,-,-,-,-,-,-,-,k,-,-,h,-,-,-,-,i,-,-,-,-,-,-
phom1236,-,-,-,-,-,-,h,-,-,a,-,k,e,i,p,-,-,-,-,u,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,a,-,-,-,7,-,-
dima1251,-,-,-,-,-,-,g,-,-,a,-,-,-,-,Z,-,-,-,-,a,-,-,-,o,-,-
garo1247,-,-,-,-,-,-,g,-,-,i,-,t,-,-,s,-,-,-,-,a,-,-,-,k,-,-
rabh1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,k,a,-
sher1257,-,-,-,-,-,-,-,-,-,-,-,t,-,-,s,-,-,h,-,e,-,-,-,k,-,-
bugu1246,-,-,-,-,-,-,-,-,-,-,-,e,-,-,S,-,-,e,-,i,-,-,-,-,-,-
naxi1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,u,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,L,-,-,o,-,-,-,-,-,-,-,x,-,o,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,i,-,l,-,i,E,l
ersu1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,y,-,i,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,d,-,-,e,-,-,-,-,n,-,-,y,-,i,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,X,n,y,i,-,-,-,-,n,-,-,y,-,i,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,S,-,-,i,-,-,-,-,-,-,-,z,-,i,-,-,-,-,-,-
guiq1238,-,-,n,-,-,-,y,-,-,i,-,-,-,-,-,-,-,x,-,i,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,E,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,i,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,x,-,-,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,e,-,-,-,-,-,-
youl1235,-,-,-,-,-,-,a,-,-,-,-,-,-,-,n,h,3,l,-,3,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,3,-,-,-,-,-,-
drun1238,-,-,-,-,-,-,p,-,-,3,-,-,-,-,s,-,-,-,-,a,-,-,-,i,-,-
khal1275,-,-,-,-,-,-,h,-,-,a,-,l,a,-,l,-,-,-,-,a,-,-,-,m,-,-
