language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
kach1280,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-
noct1238,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-
phom1236,-,-,p,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-
bodo1269,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,t,-,a,y
bodo1269,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,t,-,a,y
dima1251,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,t,h,a,i
dima1251,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,t,h,a,i
garo1247,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-
rabh1238,-,-,p,-,-,-,-,-,h,-,-,-,-,a,-,k,h,a,m
sher1257,n,u,t,-,-,-,-,-,h,-,-,-,-,u,-,-,-,-,N
bugu1246,-,-,-,-,-,-,-,-,s,i,n,y,-,e,-,-,-,-,n
naxi1245,-,-,-,-,-,-,-,-,X,-,-,-,-,3,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,-,x,-,-,-,-,3,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,-,s,-,-,-,-,E,-,-,-,-,-
ersu1241,-,-,-,-,-,-,-,-,S,-,-,-,-,3,-,m,-,-,a
lisu1250,-,-,-,-,-,-,-,-,f,-,-,-,-,u,-,-,-,-,-
sout2728,-,-,-,-,-,-,-,-,s,-,-,u,-,3,-,-,-,-,-
nort2722,-,-,-,-,-,-,-,-,S,-,-,-,-,3,-,-,-,-,-
guiq1238,-,-,-,-,-,-,-,-,x,-,-,-,-,u,-,-,-,-,i
maru1249,-,-,t,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,i
pela1242,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,i
zhab1238,-,-,t,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,i
lash1243,-,-,t,-,-,-,-,-,s,-,-,-,-,3,-,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,s,-,-,w,-,a,-,-,-,-,-
acha1249,-,-,t,-,-,-,-,-,s,-,-,y,-,o,-,-,-,-,i
nusu1239,-,-,-,-,-,-,-,-,s,-,-,-,-,u,-,-,-,-,a
nusu1239,-,-,t,-,-,-,-,-,s,-,-,y,-,i,i,l,-,-,E
youl1235,-,-,t,-,-,-,-,-,s,-,-,y,-,-,-,-,-,-,i
rawa1265,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
khal1275,-,-,N,-,-,-,o,-,l,-,-,-,-,u,-,-,-,-,-
dumi1241,-,-,-,-,-,-,i,-,l,-,-,-,-,o,-,-,-,-,-
kulu1253,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,-
limb1266,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,-
sunw1242,-,-,k,-,-,-,-,-,h,-,-,r,u,i,-,-,-,-,-
lepc1244,-,-,-,-,-,-,-,-,f,-,-,-,-,o,-,-,-,-,-
dhim1246,-,-,t,-,-,-,a,-,s,-,-,-,-,i,-,-,-,-,N
amdo1237,-,-,-,-,-,-,-,-,s,-,-,h,-,o,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,s,-,-,h,-,o,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,-
jire1238,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
sher1255,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
kaik1246,-,-,-,-,-,-,-,-,s,-,-,w,-,o,-,-,-,-,-
dakp1242,-,-,-,-,-,-,-,-,S,-,-,-,-,a,-,-,-,-,-
guru1261,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
thak1245,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
chep1245,-,-,-,-,-,-,-,-,s,-,-,-,-,3,-,t,-,-,s
kony1248,-,-,-,-,-,-,-,-,g,-,-,-,-,a,-,r,-,-,7
nyis1236,-,e,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-
