language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
kulu1253,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,-,k,-,-,h,-,-,-,-,-,-,a,-,p,-,-,m,-,-,-,-,-,i,-,-,-
yamp1242,-,-,-,-,-,-,k,-,-,h,-,-,-,-,-,-,i,-,m,-,-,m,-,-,-,-,-,i,7,m,a
sunw1242,-,-,-,-,-,-,g,o,s,s,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,-,-,-,-,b,-,-,-,i,-,-,o,-,-,-,-,N,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,w,-,t,-,-,s,-,y,-,-,-,-,3,-,-,-,-,n,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,3,-,-,-,-,n,-,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,t,-,-,s,-,y,-,i,p,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,-,-,-,-,s,-,-,-,-,p,r,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,t,-,-,s,-,y,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jire1238,-,-,-,m,u,-,k,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sher1255,-,-,-,m,u,-,k,-,-,-,-,p,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kaik1246,-,-,-,-,-,-,n,-,-,-,-,-,-,o,m,l,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dakp1242,-,-,-,m,u,-,k,-,-,-,-,p,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
guru1261,n,x,a,m,-,-,-,-,-,-,-,Z,-,i,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
thak1245,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
chep1245,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,s,-,-,-,-,-,-,-,-,-
kony1248,-,-,-,Z,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nyis1236,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,u,k,-,-
nisi1238,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,3,-,-,-
tagi1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,p,a,-,m,-,-,-,-,-,-,-,-,-
bori1243,-,-,-,-,-,-,d,-,-,-,-,-,-,-,-,-,a,-,N,-,-,m,-,-,-,-,-,u,k,-,-
apat1240,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,-,-,o,-,-,-,-,m,-,-,-,-,-,3,-,-,-
tara1313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,u,-,-,-
quey1238,-,-,-,-,-,-,t,-,-,s,-,y,t,i,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-
horp1239,-,-,-,-,-,-,-,-,-,z,-,-,d,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,-,n,-,-,y,-,-,-,-,-,-,3,-,-,-,-,k,-,-,-,h,-,i,-,-,-
yimc1240,-,-,i,i,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,3,-,-,-
loth1237,-,-,-,e,-,-,l,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,-,-,-
poch1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,3,-,-,l,-,u,-,-,-
lush1249,-,-,-,t,-,-,S,-,-,h,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-
hmar1241,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-
haka1240,-,-,-,k,-,-,h,-,-,-,-,-,-,-,-,-,u,a,d,a,w,n,-,-,-,-,-,-,-,-,-
gang1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,e,i,-,p,-,i,-,-,-
tang1336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,u,i,-,-,-,i,a,-,-
mani1292,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-,-,-,-,-,-,-
maon1238,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,h,-,e,-,-,-
khez1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,h,o,u,-,-,-
chok1243,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,3,-,-,-,-,m,-,-,-,h,-,3,-,-,-
reng1255,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,h,-,u,-,-,-
zeme1240,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,e,-,-,-,-,m,-,-,-,-,-,a,u,-,-
lian1251,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,w,-,a,N,-,-
mara1379,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,o,N,-,-
yinb1236,-,-,-,-,-,-,t,-,-,s,-,-,-,-,-,-,3,-,-,-,-,7,-,-,-,v,-,o,-,-,-
geko1235,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,3,-,-,-,-,7,-,-,-,7,-,u,-,-,-
paok1235,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,o,-,-,-,u,7,-,-,-,7,-,e,-,-,-
manu1255,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,u,-,-,-,-,u,-,-,-,l,-,u,-,-,-
yint1235,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,7,-,u,N,-,-
west2409,-,-,-,-,o,-,l,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,3,-,-,-
geba1237,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,t,-,o,b,-,-
sgaw1245,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,7,-,3,7,-,-
akha1245,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,m,-,-,-,-,-,-,-,-,-
nort2732,-,-,-,m,3,e,l,a,-,x,-,-,-,-,-,-,o,-,-,-,-,N,-,-,-,-,-,-,-,-,-
mand1415,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,u,-,-,-,-,n,-,-,-,-,-,-,-,-,-
mind1253,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,u,-,-,-,-,N,-,t,s,h,a,i,-,-,-
