language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
apat1240,-,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,r,-,g,-,i,-,-,-,-,-,-
tara1313,-,-,t,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,y,-,i,-,-,-,-,-,-
idum1241,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,Z,-,y,-,i,-,-,p,u,-,-
quey1238,-,-,s,-,-,-,E,-,n,d,Z,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
quey1238,-,-,s,-,-,-,E,-,n,d,Z,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
horp1239,-,-,t,-,-,y,a,-,n,Z,y,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sang1321,-,-,-,-,-,Z,i,-,N,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,N,-
loth1237,-,-,t,-,s,h,a,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,u,-
loth1237,-,-,t,-,s,h,a,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,u,-
lush1249,-,-,t,-,s,h,a,-,N,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-
hmar1241,-,-,r,u,l,r,u,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,t,-
haka1240,-,-,t,-,s,-,a,-,N,t,s,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,l,-
gang1266,-,-,t,-,-,-,a,-,N,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,l,-
tang1336,k,a,t,-,s,h,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mani1292,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,l,-
maon1238,-,-,m,-,-,-,o,-,t,s,h,-,-,-,-,-,u,-,k,-,h,-,-,-,e,-,-,-,-,-,-
khez1235,-,-,l,-,-,-,o,-,-,-,p,-,-,-,-,-,-,-,-,-,f,-,-,-,3,-,-,-,-,-,-
zeme1240,-,-,t,-,-,-,i,-,N,-,g,-,-,-,-,-,u,-,m,-,b,-,-,-,e,-,-,-,-,-,-
lian1251,-,-,t,-,-,-,a,-,k,i,p,-,-,-,-,-,u,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mara1379,-,-,-,-,-,-,i,-,n,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
yinb1236,-,-,z,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
geko1235,-,-,-,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,7,E,7,-
paok1235,-,-,z,-,-,y,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-
manu1255,-,-,s,-,-,-,a,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
yint1235,-,-,t,-,3,l,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
west2409,-,-,z,-,-,y,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geba1237,-,-,t,-,-,h,a,-,-,-,7,-,-,-,-,-,-,-,-,-,l,-,-,-,e,-,-,-,-,7,-
sgaw1245,-,-,t,-,-,h,o,-,-,-,7,-,-,-,-,k,3,-,-,-,l,-,-,-,E,-,-,-,-,7,-
nort2732,-,-,k,-,-,-,-,-,-,-,h,-,-,-,-,-,u,-,a,i,t,-,y,-,i,-,-,-,-,-,-
mand1415,-,-,t,-,-,s,-,-,-,-,h,-,-,-,-,-,o,-,-,-,N,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,u,-,N,-,N,-,-,-,i,-,-,-,-,-,-
mind1253,-,-,t,-,-,-,-,-,-,-,h,-,-,-,-,-,o,-,-,-,-,-,-,-,i,-,-,-,-,N,-
