language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
kach1280,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
wanc1238,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
phom1236,-,-,-,-,-,-,h,-,a,N,k,3,p,-,3,-,-,-,-,-,-,-
bodo1269,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,7,-,r,-
dima1251,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,s,a,l,a
garo1247,-,-,-,-,y,-,r,-,-,-,-,-,-,-,i,-,-,-,m,-,-,a
rabh1238,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,-,-,-,a
sher1257,-,-,-,-,a,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
bugu1246,-,-,-,-,-,-,l,-,a,-,-,-,-,-,i,-,-,-,-,-,-,-
naxi1245,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,-,l,-,i,-,-,-,-,-,e,-,-,-,-,-,-,-
ersu1241,-,-,-,-,-,-,y,-,a,-,-,-,n,-,E,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,-,d,-,e,-,-,-,d,-,e,-,-,-,-,-,-,-
sout2728,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-
nort2722,-,-,-,-,-,-,Z,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,-,y,-,i,-,-,-,k,u,E,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
pela1242,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
zhab1238,-,-,-,-,-,-,l,-,a,-,-,-,-,-,i,-,-,-,-,-,-,-
lash1243,-,-,-,-,-,-,l,-,a,-,-,-,-,-,i,-,-,-,-,-,-,-
nucl1310,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
acha1249,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
nusu1239,-,-,-,-,-,-,l,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-
youl1235,-,-,-,-,-,-,L,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
rawa1265,-,-,-,-,3,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
drun1238,-,-,-,-,a,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-
khal1275,-,p,-,-,E,-,l,-,-,-,-,-,-,-,i,-,-,-,p,-,-,E
kulu1253,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,s,-,-,-
limb1266,-,-,-,-,-,-,l,-,-,-,-,-,-,-,i,p,m,a,7,-,-,-
yamp1242,-,-,-,-,-,-,r,-,-,-,-,-,-,-,i,-,-,-,d,-,-,-
sunw1242,-,h,-,-,e,-,l,S,-,-,-,-,-,-,o,-,-,-,-,-,-,-
lepc1244,g,l,-,-,a,m,l,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-
dhim1246,-,-,-,-,-,-,l,h,-,-,-,-,-,-,i,-,-,-,k,-,-,a
amdo1237,-,-,-,-,-,-,r,Z,-,-,-,-,y,-,3,-,-,-,x,-,-,3
amdo1237,-,-,-,-,-,-,-,Z,-,-,-,-,y,-,3,-,-,-,m,-,-,o
tibe1272,-,-,-,-,-,-,t,s,-,-,-,-,y,-,i,-,-,-,p,-,-,u
tibe1272,-,-,-,-,-,-,L,-,-,-,-,-,y,-,i,d,-,-,p,-,-,o
kham1282,-,-,-,-,-,-,-,Z,-,-,-,-,y,-,i,-,-,-,p,-,-,u
jire1238,-,-,-,-,-,-,t,S,e,n,-,-,d,-,e,-,-,-,-,-,-,-
