language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
bugu1246,-,-,-,-,-,-,-,b,-,-,-,-,-,s,-,-,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-
manu1255,-,-,-,-,-,-,-,k,-,-,-,-,-,h,-,-,-,-,-,o,-,-,-,m,-,-,u,-,b,-,-
yint1235,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,-,-,i,-,n,-,-
west2409,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,3,-,-,-,n,-,-,o,-,b,-,a
kaya1317,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,3,-,-,u,m,-,-,u,-,-,-,-
yinb1236,-,-,-,-,-,-,-,t,-,-,-,-,-,s,-,-,-,-,-,3,-,-,-,m,-,-,i,-,-,-,-
geko1235,-,-,-,-,-,-,-,d,-,-,-,-,-,Z,-,-,-,-,-,3,-,-,-,m,-,-,3,-,b,-,-
paok1235,-,-,-,-,-,-,-,t,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,m,-,-,i,-,-,-,-
geba1237,-,-,-,-,-,-,-,k,-,3,-,-,-,s,-,-,-,-,-,3,t,-,i,m,-,-,i,-,-,-,-
sgaw1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,e,-,7,-,-
mand1415,-,-,-,-,-,-,-,-,-,-,-,-,-,z,h,i,-,y,i,a,-,-,-,-,-,-,-,-,-,-,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,a,-,-,-,p,-,-,-,-,-,-,-
mind1253,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,k,-,-,-,-,-,-,-
oldc1244,-,-,-,-,-,-,-,t,-,-,-,-,-,s,-,-,-,y,-,u,-,-,-,7,-,-,-,-,-,-,-
jian1239,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-
nort2732,k,h,-,o,-,-,-,t,-,-,-,-,-,h,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
