language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
kach1280,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-
noct1238,-,-,-,-,-,-,k,-,-,-,-,-,a,-,-,-,-
wanc1238,-,-,-,-,-,-,p,-,-,-,-,-,a,-,u,-,-
phom1236,-,-,-,-,-,-,d,-,-,-,-,-,a,-,i,-,-
bodo1269,-,-,-,-,-,-,t,-,-,-,-,-,a,7,N,-,-
dima1251,-,-,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-
garo1247,-,-,-,-,-,-,r,-,e,-,-,-,a,-,-,-,-
rabh1238,-,-,-,-,-,-,r,-,e,-,N,-,a,-,-,-,-
sher1257,-,-,-,-,-,-,-,-,-,-,-,-,o,-,N,-,-
bugu1246,-,-,-,-,-,-,d,-,-,-,-,-,u,-,n,-,-
naxi1245,-,-,-,-,-,-,s,-,-,-,-,-,e,-,-,-,-
namu1246,-,-,m,-,-,-,b,-,-,-,-,-,E,-,-,-,-
shix1238,-,-,-,-,-,-,b,-,-,-,-,-,i,-,-,-,-
ersu1241,-,-,S,-,3,-,S,-,-,-,-,-,3,-,-,-,-
lisu1250,-,-,-,-,-,-,y,-,-,-,-,-,i,-,-,-,-
sout2728,-,-,-,-,-,-,k,-,-,-,-,-,3,-,-,-,-
nort2722,-,-,-,-,-,-,k,-,-,-,-,-,3,-,-,-,-
guiq1238,-,-,t,y,i,t,y,-,-,-,-,-,i,-,-,-,-
maru1249,-,-,-,-,-,-,s,-,-,-,-,-,u,-,-,-,-
pela1242,-,-,-,-,-,-,a,-,-,-,-,-,i,-,-,-,-
zhab1238,-,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,-
lash1243,-,-,-,-,-,-,l,-,-,-,-,-,o,-,-,-,-
nucl1310,-,-,-,-,-,-,s,-,w,-,-,-,a,-,-,-,-
acha1249,-,-,-,-,-,-,s,-,-,-,-,-,o,-,-,-,-
nusu1239,-,-,-,-,-,-,s,-,-,-,-,-,3,-,-,-,-
youl1235,-,-,-,-,-,-,z,-,-,-,-,-,o,-,-,-,-
drun1238,-,-,-,-,a,-,g,-,-,-,-,-,3,-,i,-,-
khal1275,-,-,-,-,-,-,l,-,-,-,-,-,a,m,t,h,i
kulu1253,-,-,k,-,-,-,h,-,-,-,-,-,a,-,t,-,-
limb1266,p,e,k,-,-,-,m,-,-,-,-,-,a,-,7,-,-
yamp1242,-,-,k,-,-,-,h,-,-,-,-,-,a,-,d,-,-
sunw1242,-,-,-,-,-,-,g,-,-,-,-,-,a,-,k,-,-
lepc1244,-,-,-,-,-,-,n,-,-,-,-,-,o,-,N,-,-
dhim1246,-,-,-,-,-,-,h,-,e,-,m,-,a,-,-,-,-
amdo1237,-,-,n,-,-,-,Z,-,y,-,-,-,o,-,-,-,-
amdo1237,-,-,n,-,-,-,Z,-,y,-,-,-,o,-,-,-,-
tibe1272,-,-,t,-,-,-,s,-,y,-,-,-,o,-,-,-,-
tibe1272,-,-,a,-,-,-,g,-,r,-,-,-,o,-,-,-,-
kham1282,-,-,n,-,-,-,Z,-,y,-,-,-,o,-,-,-,-
