language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18
kach1280,-,-,-,t,-,s,-,-,-,-,i,-,-,7,-,-,-,-
bodo1269,-,-,-,t,-,-,-,-,-,-,e,m,a,7,-,-,-,-
dima1251,-,-,-,t,-,h,-,-,-,-,i,-,-,k,h,-,u,-
garo1247,-,-,-,t,-,-,-,-,-,-,i,-,-,k,-,-,-,-
rabh1238,-,-,-,k,-,h,-,-,r,-,3,-,-,k,-,-,-,-
bugu1246,-,-,-,r,-,-,-,-,-,-,e,-,-,k,-,-,-,-
naxi1245,-,-,-,-,-,S,-,e,m,-,i,-,-,-,-,-,-,-
namu1246,-,-,-,-,-,S,-,-,-,-,u,-,-,-,-,-,-,-
shix1238,-,-,-,-,-,S,-,-,-,-,E,-,-,-,-,-,-,-
ersu1241,-,-,-,-,-,S,-,-,-,-,E,-,-,-,-,-,-,-
lisu1250,-,-,-,-,-,S,-,u,m,-,E,-,-,-,-,-,-,-
sout2728,-,X,-,t,-,S,-,-,-,-,i,-,-,-,-,-,-,-
nort2722,-,x,-,t,-,S,-,-,-,-,3,-,-,-,-,-,-,-
guiq1238,-,-,-,-,-,S,-,-,-,-,3,-,-,-,-,-,-,-
maru1249,-,-,-,-,-,S,-,-,-,-,i,-,-,N,-,-,-,-
pela1242,-,-,-,-,-,S,-,-,-,-,i,-,-,N,-,-,-,-
zhab1238,-,-,-,-,-,S,-,-,-,-,i,-,-,n,-,-,-,-
lash1243,-,-,-,-,-,S,-,-,-,-,o,-,-,n,-,-,-,-
nucl1310,-,-,-,-,-,s,-,-,-,-,a,-,-,n,-,-,-,-
acha1249,-,-,-,-,-,S,-,-,-,-,a,-,-,n,-,-,-,-
nusu1239,-,-,-,-,-,S,-,-,-,-,E,-,-,r,-,-,-,-
nusu1239,-,-,-,-,-,x,-,-,-,-,o,-,-,-,-,-,-,-
youl1235,-,-,-,-,-,S,-,-,-,-,i,p,h,r,-,-,u,-
rawa1265,-,-,-,-,-,S,-,-,-,-,i,-,-,-,-,-,-,-
drun1238,-,-,-,-,-,S,-,-,-,-,i,-,-,7,-,-,-,-
khal1275,-,-,-,-,-,s,-,-,-,-,e,-,-,r,-,-,-,-
dumi1241,-,-,-,-,-,s,-,-,-,-,e,-,-,r,-,-,-,-
kulu1253,-,-,-,-,-,s,-,-,-,-,i,-,-,-,-,-,-,-
limb1266,-,-,-,-,-,s,-,-,-,-,i,-,-,7,-,-,-,-
yamp1242,-,-,-,-,-,s,-,-,-,-,i,-,-,k,-,-,-,-
sunw1242,-,-,-,-,-,r,-,-,-,-,i,-,-,-,-,-,-,-
lepc1244,-,-,-,-,-,S,-,-,-,-,a,-,-,k,-,-,-,-
dhim1246,-,-,-,-,-,s,-,-,-,-,i,-,-,r,-,-,a,-
amdo1237,-,-,-,-,-,x,-,-,-,-,3,-,-,k,-,-,-,-
amdo1237,-,S,-,-,-,h,-,-,-,-,3,-,-,X,-,-,-,-
tibe1272,-,-,-,-,-,S,-,-,-,-,i,-,-,-,-,-,-,-
tibe1272,-,-,-,-,-,S,-,-,-,-,i,-,-,g,-,-,-,-
kham1282,-,-,-,-,-,x,-,-,-,-,i,-,-,7,-,-,-,-
jire1238,-,-,-,-,-,S,-,-,-,-,i,-,-,k,-,-,-,-
sher1255,-,-,-,-,-,m,-,-,-,-,i,-,-,k,-,-,-,-
kaik1246,-,-,-,-,-,S,-,-,-,-,e,-,-,r,-,-,-,-
dakp1242,-,-,-,-,-,S,-,-,-,-,i,-,-,N,-,-,-,-
guru1261,-,-,-,-,-,s,-,-,-,-,e,-,-,-,-,-,-,-
thak1245,-,-,-,-,-,S,-,-,-,-,e,-,-,-,-,-,-,-
chep1245,-,-,-,-,-,s,-,-,r,-,3,-,-,t,-,-,s,-
nyis1236,-,-,-,-,-,t,-,-,-,-,3,-,-,k,-,-,-,-
nisi1238,-,-,-,-,-,t,-,3,h,-,i,-,-,-,-,-,-,-
bori1243,-,-,-,-,-,t,-,a,-,-,i,-,3,k,-,-,-,-
tara1313,-,-,-,-,-,t,-,s,h,a,3,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,t,-,s,h,-,u,-,-,-,-,-,-,-
quey1238,-,-,-,-,-,S,-,-,-,-,i,-,-,-,-,-,-,-
horp1239,-,-,-,t,-,s,-,-,y,-,o,-,-,-,-,-,-,-
loth1237,-,-,-,o,-,h,-,-,r,-,a,-,-,k,-,-,-,-
poch1243,-,-,-,a,-,-,-,-,r,h,o,-,-,-,-,-,-,-
