language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
kach1280,-,t,-,-,-,-,-,s,-,-,-,-,-,-,a,-,p,-,-,-
noct1238,-,t,-,-,-,-,-,s,-,-,-,-,-,h,a,-,p,-,-,-
wanc1238,-,a,-,-,-,-,-,Z,-,-,-,-,-,-,o,-,N,-,-,-
phom1236,-,-,-,-,-,-,-,p,-,-,-,-,-,e,i,-,-,-,-,-
phom1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,o,N,-,-,-
bodo1269,-,g,-,o,-,-,-,s,-,-,-,-,-,-,o,-,N,-,-,-
dima1251,-,-,-,-,-,-,-,s,-,-,-,-,-,-,o,-,N,-,-,-
garo1247,-,t,-,-,-,-,-,s,-,a,-,-,-,d,e,-,N,-,a,-
sher1257,-,-,-,-,-,-,-,z,-,u,N,-,-,r,o,-,-,-,-,-
bugu1246,-,-,-,-,-,-,-,r,-,i,-,-,-,i,a,-,u,-,-,-
naxi1245,-,-,-,-,-,-,-,X,-,-,-,-,-,-,i,-,-,-,-,-
namu1246,-,-,-,-,-,-,-,h,-,-,-,-,-,-,i,-,-,-,-,-
shix1238,-,-,-,-,-,-,-,Z,y,E,-,-,-,S,i,-,-,-,-,-
ersu1241,-,-,-,-,-,n,-,Z,-,-,-,-,-,-,a,-,-,-,-,-
lisu1250,-,k,h,e,-,n,-,Z,y,-,-,-,-,-,E,-,-,-,-,-
sout2728,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,i,-,-,-,-,-
nort2722,-,t,-,3,-,t,s,h,-,-,-,-,-,-,3,-,-,-,-,-
guiq1238,-,-,-,-,-,-,-,y,-,-,-,-,-,-,o,-,-,-,-,-
maru1249,-,-,-,-,-,-,-,y,-,-,-,-,-,-,E,-,7,-,-,-
pela1242,-,-,-,-,-,-,-,y,-,-,-,-,-,-,E,-,7,-,-,-
zhab1238,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,p,-,-,-
lash1243,-,-,-,-,-,-,-,y,-,-,-,-,-,-,a,-,p,-,-,-
nucl1310,-,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,p,-,-,-
acha1249,-,-,-,-,-,-,-,z,y,-,-,-,-,-,a,-,p,-,-,-
nusu1239,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,o,-,N,-,-,-
nusu1239,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,-
youl1235,-,-,-,-,-,-,-,x,-,-,-,-,-,-,e,-,-,-,-,-
rawa1265,-,-,-,-,-,-,-,r,-,-,-,-,-,-,i,-,p,-,-,-
drun1238,-,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,p,-,-,-
khal1275,-,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,m,-,-,-
dumi1241,-,-,-,-,-,-,-,r,-,-,-,-,-,-,e,-,p,n,3,-
kulu1253,-,t,h,o,-,-,-,r,-,-,-,-,-,-,e,-,p,-,-,-
limb1266,-,-,-,-,-,-,-,i,-,-,-,-,-,-,E,-,p,m,a,7
yamp1242,-,-,-,-,-,-,-,i,-,-,-,-,-,-,e,-,p,m,a,-
sunw1242,-,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,p,-,-,-
lepc1244,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,p,-,-,-
dhim1246,-,-,-,-,-,-,-,Z,-,-,-,-,-,-,a,-,7,-,-,-
amdo1237,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,-,-,-
amdo1237,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,-,-,-
tibe1272,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,-,-,-
tibe1272,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,-,-,-
kham1282,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,-,-,-,-
jire1238,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,-,-,-
sher1255,-,-,-,-,-,-,-,l,-,-,-,-,-,-,o,-,N,-,-,-
kaik1246,-,-,-,-,-,-,-,t,-,-,-,-,-,S,a,-,n,-,-,-
dakp1242,-,-,-,-,-,-,-,l,-,-,-,-,-,-,a,-,N,-,-,-
guru1261,-,-,-,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-
thak1245,-,-,-,-,-,-,-,N,-,-,-,-,-,-,E,-,N,-,-,-
chep1245,-,-,-,-,-,-,-,-,-,-,-,t,-,s,i,-,N,-,-,-
kony1248,-,-,-,-,-,-,-,d,-,e,n,t,o,S,i,-,-,-,-,-
nyis1236,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,k,-,-,-
nisi1238,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,k,-,a,-
tagi1241,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,g,-,-,-
bori1243,-,-,-,-,-,-,-,r,-,-,-,-,-,-,o,-,p,-,-,-
apat1240,-,-,-,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-
tara1313,-,-,-,-,-,-,-,d,-,-,-,-,-,-,e,-,N,-,-,-
idum1241,-,m,-,a,-,-,-,t,-,-,-,-,-,-,i,-,N,-,-,-
quey1238,S,k,-,-,-,-,-,h,-,-,-,-,-,-,e,-,-,-,-,-
horp1239,-,r,-,-,-,-,-,y,-,-,-,-,-,-,E,-,-,-,-,-
sang1321,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,a,-,-,-
yimc1240,-,-,-,-,-,-,-,d,-,-,-,-,-,Z,i,-,p,-,-,-
loth1237,-,p,-,a,-,n,-,t,-,-,-,-,-,h,i,-,-,-,-,-
lush1249,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,N,-,-,-
hmar1241,-,-,-,-,-,-,-,N,-,-,-,-,-,-,i,-,r,-,-,-
haka1240,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,r,-,-,-
gang1266,-,-,-,-,-,-,-,d,-,-,-,-,-,-,i,-,N,-,-,-
tang1336,-,-,-,-,-,-,-,N,-,a,-,-,-,n,i,-,N,-,-,-
mani1292,-,-,-,-,-,-,-,N,-,-,-,-,-,-,a,-,i,-,-,-
mani1292,-,-,-,-,-,-,-,l,-,-,-,-,-,-,e,-,p,-,-,-
maon1238,a,l,-,a,-,-,-,t,-,s,-,-,-,h,o,-,-,-,-,-
khez1235,-,-,-,e,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-
chok1243,-,-,-,-,-,-,-,t,-,-,-,-,-,h,a,-,-,-,-,-
reng1255,-,s,-,o,-,-,-,-,-,-,-,-,-,l,o,-,-,-,-,-
zeme1240,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,p,-,-,-
lian1251,-,-,-,-,-,-,-,t,-,s,-,-,-,h,a,-,b,-,-,-
mara1379,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-
yinb1236,S,h,-,3,-,n,-,-,-,-,-,-,-,-,a,-,-,-,-,-
geko1235,s,h,-,3,-,t,-,h,-,-,-,-,-,-,3,3,7,-,-,-
paok1235,-,7,-,o,N,t,-,h,-,-,-,-,-,-,o,-,N,-,-,-
manu1255,-,7,-,u,-,8,-,h,-,-,-,-,-,-,e,-,-,-,-,-
yint1235,-,7,-,3,-,t,-,h,-,-,-,-,-,-,3,-,v,-,-,-
west2409,-,k,-,3,-,t,-,h,-,-,-,-,-,-,o,-,-,-,-,-
geba1237,S,-,-,o,-,t,-,h,-,-,-,-,-,-,o,-,7,-,-,-
sgaw1245,s,h,-,3,-,t,-,h,-,-,-,-,-,-,3,-,7,-,-,-
akha1245,-,g,-,u,-,-,-,Z,-,-,-,-,-,-,u,-,-,-,-,-
nort2732,t,s,-,u,-,t,-,s,-,-,-,-,-,-,u,-,-,-,-,-
mand1415,-,-,-,-,-,-,-,z,-,-,-,-,-,h,a,-,n,-,-,-
hakk1236,-,-,-,-,-,-,-,k,-,-,-,-,-,-,i,-,-,-,-,-
mind1253,-,-,-,-,-,-,-,k,-,-,-,-,-,h,i,-,e,-,-,-
