language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
kach1280,-,-,-,-,y,-,-,-,u,-,p,-,-,-,-
noct1238,-,-,-,-,Z,-,-,-,u,-,p,-,-,-,-
wanc1238,-,-,-,-,z,-,-,-,i,-,p,-,-,-,-
phom1236,-,-,-,-,S,-,-,-,i,-,-,-,-,-,-
bodo1269,-,-,-,-,m,u,-,r,u,-,7,-,u,-,-
dima1251,-,-,-,-,m,u,d,r,i,t,h,-,a,-,N
garo1247,-,-,-,-,t,u,-,-,-,-,-,-,a,-,-
rabh1238,-,-,-,-,g,u,r,s,i,-,-,-,a,-,-
sher1257,-,-,-,-,y,-,-,-,i,-,n,-,-,-,-
bugu1246,-,-,-,-,m,-,-,-,i,e,n,-,-,-,-
naxi1245,-,z,-,-,y,-,-,-,i,-,-,-,-,-,-
namu1246,-,-,-,-,y,-,-,-,i,-,-,-,-,-,-
shix1238,-,-,-,-,Z,-,-,-,3,-,-,-,-,-,-
ersu1241,-,m,a,-,r,-,-,-,-,-,-,-,-,-,-
lisu1250,k,h,e,-,y,-,-,-,u,-,-,-,-,-,-
sout2728,-,-,-,-,n,-,-,-,e,-,-,-,-,-,-
nort2722,-,-,-,-,n,-,-,-,3,-,-,-,-,-,-
guiq1238,-,-,-,-,y,-,-,-,o,-,-,-,-,-,-
maru1249,-,-,-,-,y,-,-,-,a,-,p,-,-,-,-
pela1242,-,-,-,-,y,-,-,-,a,-,p,-,-,-,-
zhab1238,-,-,-,-,y,-,-,-,u,-,p,-,-,-,-
lash1243,-,-,-,-,y,-,-,-,u,-,p,-,-,-,-
nucl1310,-,-,-,-,-,-,-,-,i,-,p,-,-,-,-
acha1249,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
nusu1239,-,-,-,-,y,-,-,-,o,-,-,-,-,-,-
nusu1239,-,n,-,-,y,-,-,-,a,-,m,-,e,-,-
youl1235,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
rawa1265,-,-,-,-,-,-,-,-,i,-,p,-,-,-,-
drun1238,-,-,-,-,-,-,-,-,i,-,p,-,-,-,-
khal1275,-,-,-,-,-,-,-,-,o,-,m,s,i,-,-
dumi1241,-,-,-,-,-,-,-,-,i,-,m,s,i,n,3
kulu1253,-,-,-,-,-,-,-,-,i,-,m,s,-,-,-
limb1266,-,-,-,-,-,-,-,-,i,-,m,m,a,-,-
yamp1242,-,-,-,-,-,-,-,-,i,-,m,m,a,-,-
sunw1242,-,-,-,-,-,-,-,-,i,-,p,-,-,-,-
dhim1246,-,-,-,-,Z,-,-,-,i,-,m,-,-,-,-
amdo1237,-,n,-,-,y,-,-,-,a,-,-,-,-,-,-
amdo1237,-,n,-,-,-,-,-,-,a,-,-,-,-,-,-
tibe1272,-,n,-,-,y,-,-,-,E,-,-,-,-,-,-
tibe1272,-,n,-,-,y,-,-,-,a,-,l,-,-,-,-
kham1282,-,n,-,-,y,-,-,-,e,-,-,-,-,-,-
jire1238,-,n,-,-,y,-,-,-,a,-,l,-,-,-,-
sher1255,-,N,-,-,i,-,-,-,i,-,l,-,o,-,k
kaik1246,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
dakp1242,-,-,-,-,y,-,-,-,i,-,p,-,-,-,-
thak1245,-,n,-,-,-,-,-,-,u,-,-,-,-,-,-
chep1245,-,7,-,-,-,-,-,-,e,-,n,-,-,-,7
kony1248,-,-,-,-,-,-,-,-,i,a,N,-,-,-,-
nyis1236,-,-,-,-,-,-,-,-,i,u,p,-,-,-,-
nisi1238,-,-,-,-,-,-,-,-,i,u,b,-,-,-,-
tagi1241,-,-,-,-,-,-,-,-,i,u,p,-,-,-,-
bori1243,-,-,-,-,-,-,-,-,i,u,p,-,-,-,-
apat1240,-,-,-,-,-,-,-,-,i,-,m,-,i,-,-
