language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,-,o,t,-,-,-,3,-,k,-,o,-,-
muya1243,-,o,t,-,-,-,3,-,k,w,o,-,-
wuzl1236,-,-,L,-,-,-,3,-,l,-,o,-,-
vame1236,-,a,z,-,-,-,3,-,g,-,a,-,-
dugw1239,-,-,L,-,-,-,3,-,l,-,a,w,-
mere1246,-,-,N,-,-,-,-,-,g,-,a,b,-
mere1246,-,-,L,-,-,-,3,-,l,-,o,-,-
nort3047,-,a,L,-,-,-,3,-,l,-,a,-,-
mbuk1243,-,-,-,-,-,-,a,n,g,-,a,b,-
mbuk1243,-,-,L,-,-,-,3,-,r,-,o,-,-
cuvo1236,-,-,L,-,-,-,3,-,l,-,a,w,-
buwa1243,-,-,l,-,-,-,3,-,L,-,o,w,-
gava1241,-,-,L,-,-,-,3,-,l,-,3,-,-
mbed1242,-,-,L,-,-,-,3,-,l,-,u,w,-
kamw1239,d,-,y,-,-,-,i,-,w,-,a,-,-
suku1272,N,a,L,-,-,-,a,-,7,-,o,y,-
lama1288,-,-,z,-,-,-,3,-,g,-,o,-,-
lagw1237,-,-,b,-,-,-,3,-,l,-,i,-,-
mser1242,-,-,g,-,-,-,a,-,l,-,a,w,-
afad1236,-,-,g,-,-,-,3,-,l,-,a,w,o
mpad1242,-,-,k,-,-,-,a,-,l,-,-,u,o
malg1250,-,-,g,-,-,-,a,-,l,-,a,w,a
mbar1260,-,-,g,a,m,b,a,-,l,t,o,-,-
chad1249,-,-,d,a,-,r,a,-,b,-,a,-,-
dghw1239,-,-,N,-,-,g,3,-,p,-,a,-,-
