language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
nyim1251,-,-,-,-,-,-,x,-,-,a,-,Z,-,-,-,a,-,-,-
molo1266,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
muya1243,-,-,-,-,-,-,l,-,-,e,-,k,-,-,-,i,-,-,-
wuzl1236,-,-,-,-,-,-,l,-,-,e,-,k,-,-,-,e,-,-,-
wuzl1236,-,-,-,-,-,-,d,e,d,e,-,k,e,n,d,e,-,-,-
vame1236,-,-,-,-,-,-,h,a,v,3,-,k,-,m,-,e,d,a,y
vame1236,-,-,-,-,-,-,d,e,d,e,-,k,e,n,d,e,-,-,-
vame1236,-,-,-,-,-,-,l,-,-,e,-,k,-,-,-,e,-,-,-
dugw1239,m,3,7,m,b,o,d,-,-,o,-,T,-,-,-,-,-,-,-
mere1246,-,-,-,m,b,3,d,-,-,o,-,t,-,-,-,s,-,-,-
gemz1238,-,-,-,m,b,o,d,-,-,o,-,t,-,-,-,s,-,-,-
mbuk1243,m,a,-,m,b,a,d,-,-,a,-,T,-,-,-,-,-,-,-
nort3047,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
cuvo1236,-,-,-,m,-,a,d,-,-,a,-,T,-,-,-,-,-,-,-
buwa1243,-,-,-,-,w,e,l,-,w,e,-,l,-,-,-,e,-,-,-
gava1241,-,-,-,-,-,-,r,-,-,i,-,k,-,-,-,i,-,-,-
mbed1242,-,-,-,-,g,a,d,-,-,a,-,f,-,-,-,-,-,-,-
kanu1281,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
lagw1237,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,3,-,-,m
mser1242,-,-,-,-,-,-,-,-,-,a,-,g,-,-,-,3,-,-,m
afad1236,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
afad1236,-,-,-,m,-,a,d,-,-,-,-,-,-,-,-,a,-,-,-
mpad1242,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
mpad1242,-,-,-,-,-,-,k,-,-,a,-,d,-,-,-,a,-,-,-
mpad1242,-,-,-,-,-,-,-,-,-,a,n,g,-,-,-,3,-,-,m
malg1250,-,-,-,-,-,-,-,-,-,a,-,g,-,-,-,3,-,-,m
chad1249,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
haus1257,-,-,-,-,-,-,r,-,-,a,-,k,e,-,-,e,-,-,-
fula1264,-,-,-,-,-,-,r,-,-,e,-,k,-,-,-,e,-,-,-
