language,x1,x2,x3,x4,x5,x6,x7,x8
kamw1239,-,-,-,b,-,a,-,-
psik1239,-,b,a,7,-,a,-,-
nyim1251,-,n,-,d,-,u,-,-
molo1266,-,-,-,n,-,3,-,-
wuzl1236,3,n,-,t,-,a,-,-
wuzl1236,-,-,-,m,-,e,-,-
vame1236,-,-,-,-,-,a,l,-
dugw1239,-,-,-,t,-,3,-,-
mere1246,-,-,-,t,-,a,-,-
gemz1238,-,-,-,n,d,a,-,-
gemz1238,-,-,-,n,-,a,-,-
nort3047,-,-,-,-,-,a,t,i
buwa1243,-,-,-,-,-,e,y,-
mbed1242,-,-,-,-,-,a,b,u
mofu1248,-,-,-,t,-,a,-,-
budu1265,-,-,-,y,-,u,-,-
lagw1237,-,-,-,k,-,a,-,-
mser1242,-,-,-,d,-,a,-,-
mpad1242,-,-,-,g,-,o,-,-
malg1250,-,-,-,g,-,a,-,-
zina1234,-,b,-,r,-,a,-,-
marg1265,-,-,-,g,-,a,-,-
