language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
molo1266,-,-,-,-,-,-,-,e,l,e
muya1243,-,-,L,-,-,e,m,e,r,i
wuzl1236,-,-,-,-,-,a,n,a,N,-
dugw1239,-,-,w,-,-,a,-,-,y,-
mere1246,-,-,w,-,-,a,-,-,y,-
nort3047,g,-,w,-,-,a,-,-,f,-
mbuk1243,-,-,w,-,-,a,-,-,y,-
mbuk1243,a,-,w,-,-,a,-,-,n,-
cuvo1236,-,-,y,-,-,e,-,-,n,e
cuvo1236,-,-,y,-,-,e,-,-,N,-
mofu1248,-,-,T,-,-,e,-,-,k,-
buwa1243,-,-,s,3,k,o,-,-,n,-
gava1241,-,-,s,-,k,3,-,-,n,-
mbed1242,-,-,s,3,k,e,-,-,N,-
kamw1239,w,-,s,-,-,i,-,-,-,-
psik1239,w,u,s,-,-,u,-,-,-,-
suku1272,-,-,d,-,-,a,-,-,-,-
lagw1237,-,-,g,-,w,e,-,-,-,-
mser1242,-,-,d,-,-,i,-,-,-,-
afad1236,-,-,d,-,-,i,-,-,-,-
mpad1242,-,-,y,-,-,i,-,-,-,-
malg1250,-,-,d,-,-,i,-,-,-,-
budu1265,-,-,d,-,-,i,-,-,-,-
mbar1260,w,i,l,-,k,i,-,-,-,-
mbar1260,w,i,s,-,-,i,-,-,-,-
mbar1260,w,u,l,-,a,y,-,-,-,-
marg1265,-,-,s,-,-,3,-,-,-,-
bata1314,-,-,s,-,-,e,-,-,-,-
dghw1239,-,-,s,-,k,e,-,-,-,-
