language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
kamw1239,-,-,-,Z,e,g,a,-,l,-,-,a,-,-
nyim1251,-,-,-,d,-,-,a,n,g,-,-,u,m,-
molo1266,-,-,-,d,3,g,a,-,g,-,-,a,l,-
muya1243,-,-,-,t,3,k,-,-,w,-,-,o,l,-
dugw1239,m,a,-,d,-,-,a,-,g,-,-,a,-,-
mere1246,m,a,n,d,-,-,a,-,g,-,-,a,-,-
gemz1238,m,a,-,d,-,-,a,-,g,-,-,a,-,-
nort3047,-,-,-,-,-,-,-,-,g,u,7,a,L,-
cuvo1236,m,a,p,d,-,-,a,-,d,-,-,a,w,-
buwa1243,t,-,-,-,o,t,o,-,k,-,w,o,m,-
gava1241,k,-,-,l,o,k,o,-,k,-,-,-,-,-
mbed1242,t,-,-,-,u,t,u,-,k,-,-,u,m,-
lagw1237,-,-,-,v,-,-,-,-,-,-,-,3,n,-
mser1242,-,-,-,k,-,-,u,-,r,e,s,a,n,-
afad1236,m,-,-,s,-,-,-,-,l,-,-,u,-,-
mpad1242,m,a,-,S,-,-,-,-,-,-,-,u,-,-
malg1250,m,a,-,L,-,-,-,-,-,-,-,u,-,-
chad1249,-,-,-,d,-,-,i,-,r,-,-,i,s,-
maje1243,-,-,-,v,-,-,-,-,-,-,-,u,n,a
