language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
nyim1251,-,-,-,-,y,-,e,-,-,l,-,-,a,-,-
mere1246,-,-,t,-,s,-,e,k,i,g,3,m,a,-,-
gemz1238,-,i,d,i,y,-,a,-,-,y,a,m,-,-,-
mbuk1243,-,-,m,-,-,-,e,-,-,y,e,m,e,-,-
nort3047,-,-,-,-,s,-,i,-,-,d,i,7,e,s,-
cuvo1236,L,a,l,a,v,t,a,-,-,z,a,m,-,-,-
buwa1243,-,a,t,-,-,-,a,-,-,h,-,-,a,-,-
kanu1281,-,-,-,-,y,-,a,-,-,l,-,-,a,-,-
lagw1237,-,-,-,-,h,-,a,-,-,l,-,-,a,k,a
mser1242,-,-,-,-,-,-,i,-,-,t,-,-,a,g,e
afad1236,-,-,-,-,w,-,e,-,-,l,-,-,a,-,-
mpad1242,-,-,-,-,w,-,e,-,-,l,-,-,a,-,-
malg1250,-,-,g,-,b,-,3,-,-,l,-,-,a,-,-
chad1249,-,-,-,-,m,-,i,-,-,n,-,T,a,x,-
fula1264,-,-,-,-,w,-,o,-,y,l,-,-,a,-,-
