language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kamw1239,-,-,-,-,-,v,i,-,-,-,-,-,-,-,-,-
lama1288,-,-,-,-,-,v,u,x,-,-,a,-,-,-,-,-
lama1288,-,-,-,-,-,v,i,y,-,-,a,-,-,-,-,-
molo1266,-,-,-,-,-,b,a,L,-,-,a,-,-,-,y,-
muya1243,-,-,-,-,-,v,i,t,-,-,e,-,-,-,y,-
muya1243,-,-,-,-,-,v,o,t,-,-,o,-,-,-,y,-
muya1243,-,-,-,-,-,v,i,t,-,-,e,-,-,-,y,-
muya1243,-,-,-,-,-,v,o,t,-,-,o,-,-,-,y,-
muya1243,m,-,-,o,N,g,o,l,-,-,o,N,g,o,l,o
wuzl1236,-,-,-,-,-,v,a,t,s,-,a,-,-,-,y,-
vame1236,-,-,-,-,-,f,u,w,-,-,a,-,-,-,-,-
dugw1239,m,-,-,3,-,v,3,L,-,-,e,-,-,-,y,-
mere1246,-,-,-,-,-,v,3,L,-,-,-,-,-,-,-,-
gemz1238,-,-,-,-,-,f,u,k,-,-,-,-,-,-,-,-
mbuk1243,-,-,-,-,-,v,3,L,-,-,e,-,-,-,-,-
nort3047,-,-,-,u,-,f,a,g,-,-,o,-,-,-,d,-
cuvo1236,-,-,-,-,-,f,a,f,k,w,a,-,-,-,-,-
buwa1243,m,-,-,-,-,b,o,z,-,-,-,-,-,-,-,-
mbed1242,-,-,-,-,-,f,3,t,-,-,-,-,-,-,-,-
lagw1237,L,e,l,-,-,v,i,S,-,-,i,-,-,-,-,-
mser1242,s,a,l,i,-,v,a,s,-,-,-,-,-,-,-,-
mpad1242,S,-,-,a,-,f,a,s,-,-,3,-,-,-,-,-
malg1250,k,i,d,3,-,f,a,s,-,-,3,-,-,-,-,-
chad1249,-,-,-,-,-,f,a,s,-,-,a,-,-,-,-,-
bata1314,-,-,-,-,-,f,3,d,-,-,-,-,-,-,-,-
dghw1239,-,-,-,-,-,f,i,t,-,-,a,-,-,-,-,-
