language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
dugw1239,-,-,z,-,3,-,z,-,e,-,N,-,-,-,-,-,-,-,-,-
mere1246,-,-,z,-,3,N,z,-,i,-,N,s,3,r,u,s,3,r,u,k
mere1246,-,-,z,-,3,N,z,-,i,-,N,s,3,r,u,s,3,r,u,k
nort3047,-,-,t,-,i,-,t,-,i,-,-,-,-,r,-,-,a,-,-,N
cuvo1236,-,-,m,-,a,g,d,-,-,-,-,-,-,-,-,-,a,-,-,-
buwa1243,-,-,d,-,o,k,n,-,o,-,-,-,-,-,-,-,-,-,-,k
gava1241,-,-,d,-,i,k,d,-,i,-,-,-,-,-,-,-,-,-,-,k
mbed1242,-,-,d,-,3,-,d,-,3,k,n,-,-,-,-,-,a,-,-,k
lagw1237,-,-,t,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mser1242,-,-,t,-,u,-,t,-,u,-,-,-,-,-,-,-,-,-,-,-
afad1236,t,-,s,-,3,-,l,-,i,-,m,-,-,-,-,-,-,-,-,-
mpad1242,-,-,s,-,3,-,l,-,3,-,m,-,-,-,-,-,-,-,-,-
malg1250,y,a,s,-,3,-,l,-,3,-,m,-,-,-,-,-,-,-,-,-
budu1265,-,-,T,-,i,-,l,-,3,-,m,-,-,-,-,-,-,-,-,-
maje1243,-,-,t,-,3,-,l,k,3,-,-,-,-,-,-,-,-,-,-,-
chad1249,-,a,s,w,a,-,d,-,-,-,-,-,-,-,-,-,-,-,-,-
