language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
dugw1239,m,-,3,-,g,-,-,u,-,-,d,u,-,g,w,e,N
nort3047,-,-,-,-,h,-,-,u,r,-,d,o,-,k,-,-,-
cuvo1236,T,-,a,-,T,-,-,a,-,-,d,a,-,k,w,a,-
buwa1243,T,-,3,-,f,-,-,-,-,-,-,e,-,k,w,-,-
gava1241,-,-,-,-,g,-,-,-,-,-,l,i,-,-,b,-,-
mbed1242,r,-,e,b,b,3,m,a,-,-,l,o,-,k,-,-,-
kamw1239,t,-,-,-,s,-,-,i,r,-,t,3,-,-,-,-,-
lagw1237,s,7,u,-,w,-,-,u,-,-,r,u,n,h,-,e,-
mser1242,z,-,o,-,g,-,-,o,-,-,r,-,-,-,-,e,-
afad1236,d,-,o,-,g,-,-,o,f,-,t,3,n,-,-,-,-
mpad1242,s,-,a,-,g,-,-,o,-,-,l,e,n,s,-,e,-
malg1250,d,-,e,-,d,-,-,3,h,i,t,3,n,-,-,-,-
mbar1260,T,-,u,-,k,-,T,u,k,-,-,-,-,-,-,i,-
bata1314,s,-,-,-,-,-,-,u,-,-,l,e,-,t,-,-,-
