language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
molo1266,k,3,l,a,-,-,k,-,-,-,a,-,L,-,-
muya1243,-,o,L,o,-,-,t,-,-,-,-,-,-,-,-
muya1243,-,o,L,o,-,-,t,-,-,-,-,-,-,-,-
muya1243,-,-,t,e,-,-,t,-,-,-,e,-,L,-,-
wuzl1236,-,-,-,a,-,-,s,-,l,-,a,s,l,-,-
wuzl1236,-,-,t,e,-,-,t,-,-,-,e,-,L,-,-
vame1236,-,-,-,a,-,-,s,-,l,-,3,-,L,a,k
dugw1239,-,-,t,e,-,-,t,-,-,-,e,-,L,-,-
dugw1239,-,-,m,3,-,-,t,-,-,-,a,-,L,-,-
mere1246,-,-,m,3,-,-,t,-,-,-,a,-,L,-,-
mere1246,-,-,t,e,-,-,t,-,-,-,e,-,L,-,-
nort3047,-,-,-,a,-,-,t,-,-,-,e,-,L,-,-
mbuk1243,-,-,k,3,l,a,k,-,-,-,a,-,L,-,-
cuvo1236,-,-,-,-,-,-,L,-,-,-,a,-,L,a,r
buwa1243,-,-,k,e,-,-,r,3,N,g,e,-,L,-,-
mbed1242,-,-,k,i,-,-,r,-,N,g,i,-,L,-,-
bald1241,-,-,-,a,-,-,-,-,-,-,a,-,7,-,f
kamw1239,-,-,-,i,-,-,t,-,-,-,-,-,l,a,-
suku1272,-,-,-,-,-,-,t,-,-,-,a,-,L,-,-
lagw1237,-,-,-,a,-,-,L,-,-,-,3,-,-,-,-
mser1242,-,-,-,e,n,-,S,-,-,-,i,-,-,-,-
afad1236,-,-,-,e,n,-,s,-,l,7,i,-,-,-,-
mpad1242,-,-,-,e,n,-,S,-,-,-,i,-,-,-,-
malg1250,-,-,-,e,n,-,s,-,l,-,3,-,-,-,-
budu1265,-,-,-,a,-,-,h,-,-,-,a,-,y,-,-
maje1243,-,-,-,a,-,-,s,i,s,7,e,-,-,-,-
mbar1260,-,-,-,-,n,-,g,-,-,-,i,-,L,-,-
bata1314,-,-,q,u,-,-,l,-,-,-,e,-,-,-,-
chad1249,-,-,-,-,-,-,-,-,-,-,a,-,d,u,m
gaan1243,-,-,-,-,-,-,-,-,-,-,e,-,l,a,-
dghw1239,-,-,-,-,-,-,L,-,-,-,a,-,L,a,-
