language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
molo1266,-,-,h,a,-,-,k,-,a,y,-,-,-
molo1266,-,-,f,a,-,-,k,-,a,y,-,-,-
wuzl1236,t,-,s,a,-,-,k,w,a,y,-,-,-
vame1236,t,-,s,a,-,-,k,w,a,-,-,-,-
vame1236,N,-,-,-,-,-,g,-,u,m,-,-,-
dugw1239,m,3,f,e,-,-,k,-,e,y,-,-,-
nort3047,-,-,h,u,-,-,k,-,a,g,w,a,f
mbuk1243,-,-,d,3,-,-,r,-,o,d,-,-,-
mbuk1243,-,-,f,a,-,-,k,-,a,y,-,-,-
cuvo1236,-,-,z,a,-,-,d,-,a,-,-,-,-
buwa1243,N,-,T,o,-,-,k,-,-,w,-,-,-
gava1241,N,t,s,u,-,-,k,-,-,-,-,-,-
mbed1242,-,-,-,-,-,-,g,-,a,d,-,-,-
bald1241,-,-,h,u,-,-,k,-,i,-,-,-,-
kamw1239,t,-,s,i,n,-,g,w,i,-,-,-,-
lagw1237,-,-,d,3,-,-,g,-,3,w,-,u,n
mser1242,m,-,s,3,-,-,k,-,a,-,-,-,-
afad1236,-,-,d,a,l,i,L,-,e,d,-,e,-
mpad1242,-,-,d,a,-,-,S,-,a,d,-,e,-
mbar1260,-,-,z,u,-,-,t,-,-,-,-,-,-
bata1314,-,-,l,3,-,-,k,-,o,-,-,-,-
dghw1239,p,-,x,3,-,p,x,-,a,-,-,-,-
