language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
nyim1251,-,-,-,-,-,-,d,-,-,-,y,e,-,-,-,-,-,-,n,d,a,-
dugw1239,m,-,-,-,a,-,l,-,-,i,y,a,-,-,-,-,-,-,-,r,a,y
mere1246,-,-,-,-,-,-,-,-,-,-,s,e,-,-,-,-,-,-,-,g,u,k
gemz1238,m,-,-,-,e,n,d,-,-,-,z,e,h,a,b,a,y,a,k,N,a,-
nort3047,-,-,-,-,-,-,-,-,-,i,p,a,-,-,-,-,-,-,-,l,-,-
cuvo1236,m,-,-,-,a,-,l,-,-,-,-,a,-,-,-,-,-,-,-,y,-,-
buwa1243,m,-,-,b,e,-,l,-,-,-,-,e,-,-,-,-,-,-,-,w,-,-
gava1241,N,t,o,g,u,-,l,-,-,-,-,e,-,-,-,-,-,-,-,N,-,-
mbed1242,-,t,-,-,a,-,t,-,-,-,-,a,-,-,-,-,-,-,-,d,-,-
budu1265,k,-,-,-,3,-,t,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-
lagw1237,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
mser1242,k,-,-,-,3,-,y,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
afad1236,-,-,-,-,-,-,s,-,-,-,7,a,-,-,-,-,-,-,-,-,-,-
mpad1242,-,-,-,-,-,-,s,-,-,-,7,a,-,-,-,-,-,-,-,-,-,-
zina1234,-,-,-,-,-,-,T,a,l,a,l,a,-,-,-,-,-,-,-,-,-,-
