language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21
dugw1239,-,k,u,k,o,-,y,a,k,y,-,-,-,a,-,-,-,-,L,a,y
mere1246,-,-,-,d,3,-,b,a,-,d,-,-,-,3,-,-,-,-,L,e,-
nort3047,-,k,-,-,-,-,-,o,-,g,-,-,-,o,-,-,-,-,y,o,k
cuvo1236,-,w,-,-,-,-,-,a,y,t,-,-,-,a,L,e,-,-,L,e,y
buwa1243,-,p,-,-,-,-,-,e,-,-,-,-,p,e,-,-,-,-,L,e,N
buwa1243,-,h,-,-,-,-,-,e,-,-,-,-,h,e,-,-,-,-,l,e,m
gava1241,-,k,-,-,u,-,l,e,-,r,o,n,s,-,-,-,-,-,l,i,-
mbed1242,n,g,-,-,o,-,y,N,-,g,-,-,-,o,-,-,-,-,y,-,-
kamw1239,-,-,-,-,-,-,y,e,-,g,-,-,w,a,-,-,-,-,-,-,-
lagw1237,-,g,-,-,3,r,v,a,-,l,-,-,-,-,-,-,n,s,l,3,-
mser1242,s,7,-,-,a,-,v,a,-,r,-,-,-,-,-,-,-,-,-,e,-
mpad1242,n,g,-,-,-,-,w,a,-,l,-,-,s,3,-,e,n,S,-,o,-
malg1250,-,k,-,-,-,-,p,a,-,d,-,-,-,3,-,e,n,s,l,3,-
