language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28
molo1266,g,u,d,-,-,-,e,-,-,-,-,-,-,-,-,-,l,-,-,3,-,-,-,g,-,-,a,-
muya1243,-,-,t,-,-,-,e,-,-,-,-,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,d,-,-,-,i,-,-,-,-,s,-,d,-,i,s,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,d,-,-,-,o,-,-,g,u,d,o,m,b,u,r,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,t,-,-,-,o,-,-,-,-,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,d,-,-,-,i,-,n,-,i,s,-,n,-,i,s,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,d,-,-,-,3,-,n,-,3,s,-,n,-,3,s,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,d,-,-,-,o,-,-,-,-,-,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-
muya1243,-,-,d,-,-,-,3,r,N,g,u,d,-,-,-,u,s,-,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,d,-,-,-,a,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,p,-,-,-,e,-,-,-,-,s,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
wuzl1236,-,-,t,-,-,-,e,-,-,-,-,s,-,-,-,-,l,-,-,i,-,-,-,y,-,-,a,-
vame1236,-,-,d,-,-,-,e,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
mere1246,n,-,d,u,k,u,-,-,-,-,-,-,-,-,-,-,l,-,-,e,-,-,-,-,-,-,-,-
mbuk1243,-,-,t,3,k,u,-,-,-,-,-,-,-,-,-,-,d,-,-,o,T,o,m,T,o,m,a,-
mbuk1243,-,-,d,e,k,w,e,-,-,-,-,-,-,-,-,-,l,-,-,e,-,a,-,w,-,-,a,n
mbuk1243,-,-,d,-,-,-,3,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-
mbuk1243,b,e,t,-,-,-,e,-,-,-,-,-,-,-,-,-,l,-,-,e,-,a,-,w,-,-,a,n
mbuk1243,-,-,d,i,k,w,e,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,d,-,-,-,e,-,-,-,-,-,-,-,-,-,L,-,-,-,-,-,-,-,-,-,-,-
buwa1243,-,-,d,-,-,-,e,-,-,-,-,f,-,-,-,-,d,-,-,e,-,-,-,f,-,-,-,-
kamw1239,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,-,-,-,-
mpad1242,-,-,t,-,-,-,u,-,-,-,-,-,-,-,-,-,k,-,-,u,-,-,-,-,-,-,-,-
bata1314,-,-,g,-,-,b,3,-,-,-,-,-,-,-,-,-,l,3,m,e,-,-,-,-,-,-,-,-
dghw1239,-,-,d,u,k,w,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
