language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
kamw1239,-,-,-,-,g,a,-,-,T,-,-,i,m,-,e,-
nyim1251,-,-,-,-,t,a,-,-,z,-,-,i,-,-,-,-
wuzl1236,-,-,-,-,l,i,-,a,d,-,-,e,m,-,e,s
dugw1239,-,-,m,e,g,e,y,-,d,-,-,3,m,-,e,s
gemz1238,-,-,m,e,l,e,h,e,d,-,-,3,m,-,e,s
nort3047,-,-,-,-,L,i,-,-,d,-,-,i,m,-,i,s
cuvo1236,-,-,-,-,L,-,-,-,-,-,-,-,-,-,e,-
cuvo1236,-,-,-,-,L,-,-,-,l,-,-,a,w,-,a,y
buwa1243,-,-,-,-,l,a,-,-,d,-,r,o,-,-,-,f
gava1241,-,-,-,-,y,o,-,-,d,-,r,3,-,-,-,f
bald1241,-,-,-,-,-,-,-,-,d,-,-,a,w,-,u,r
mbar1260,-,-,-,-,-,-,-,-,t,-,-,o,k,-,o,-
lagw1237,k,-,7,e,l,e,-,-,l,-,h,a,l,g,e,-
mser1242,g,3,m,a,-,-,-,-,-,-,k,3,n,g,u,n
afad1236,-,-,-,-,d,e,-,-,-,-,g,a,y,-,e,-
mpad1242,-,-,-,-,l,e,-,-,-,-,g,a,y,-,-,-
malg1250,-,-,-,-,l,e,-,-,d,3,g,a,-,-,i,-
zina1234,g,-,-,-,-,3,-,-,l,-,y,a,-,-,-,-
marg1266,-,-,-,-,n,-,-,-,-,-,-,-,-,-,a,-
mafa1239,-,-,n,-,L,i,-,-,d,-,-,i,m,-,e,S
dghw1239,-,-,-,-,t,-,-,-,-,-,x,a,-,-,-,-
